2424744,The Voyeur 30,,4,2005,,V6,,,,,6f56c12a8984240d699c06a233130d79
1942202,Heartbreak Haiku,,1,2009,,H6316,,,,,1c2c33d013d7fb6aff540dab03aa9058
101193,Squeeze Rockin' Freak Painting or Pumpkin Pies Plymptoon,,7,2006,,S2625,101172,2,1,,cf30dbefb48c6a3de8c9797a1e498dd5
1491644,Audition,,7,2007,,A35,1491643,1,2,,f956aa111c317e99aff3b3b9f1d4b40f
183966,Boys and Girls Together Again,,7,1992,,B2532,183962,1,15,,201d7f0dddc87b03dd164bd40fd488a3
1671902,Akulah Vivian,,1,1977,,A2415,,,,,d5a5a0d9f201c8dd04a10d84b29c3bc6
1996474,Janitors,,1,2013,,J5362,,,,,0a79d6e5ce97c8112331f500096da38f
1504611,(#1.8),,7,2008,,,1504453,1,8,,3847518a0d169677af524beeb6def102
168637,The Entertainer,,7,1993,,E5363,168611,1,23,,7643c6f1545f8e70f2baf95fca2394c2
111657,(2011-05-13),,7,2011,,,111095,,,,e05b4fd49ed26a97d8d7b2cbd7e68bd3
6507,Lunch Hour,,7,2009,,L526,6438,2,4,,09ae8e22be7f59235d4fbdca3a63e0bc
26155,Tim Burton,,7,2012,,T5163,26109,,,,f36dba18c95057442419edc182f73dc8
106269,(#2.20),,7,2011,,,106217,2,20,,ec936da7d162a5a75b10f0c6ab412be3
2079541,Lo chiamavano Trinità...,,1,1970,,C5153,,,,,14e604b4adb94a529e86d3582aaee227
731735,Faces of Fear,,7,1999,,F216,731718,2,12,,762d4d3e94d49378c2fb508240163e9e
95087,(2003-04-28),,7,2003,,,94664,,,,947ebbf4fd84cad212516083c8399387
1702153,Au pays de Neufve France: Volume IV,,1,1997,,A1235,,,,,fe5d991f4a4a25025ff729e34a213382
139677,Bedroom Buddies,,2,1992,,B3651,,,,1992-????,60e631f4a29c899017073ed4ef92c4d0
2340706,Thanks a Latte,,3,1999,,T5243,,,,,66833028aed18ace8610445ef4a4ec4e
1152817,(#21.102),,7,2012,,,1152061,21,102,,59f4fa394a29dfbee5c60d9702695ddd
758610,(2010-03-10),,7,2010,,,757854,,,,d658332b7129c0e08b3c7610c129255d
1441099,(2005-01-03),,7,2005,,,1440807,,,,e2c2d7ed95055d5811bf00e53962a504
2459713,Um Amor Próprio,,1,2005,,U5616,,,,,af2562bf2da35666350aba61915631c1
313301,Das ZDF-Sommerhitfestival,,2,1999,,Z3125,,,,1999-2007,d135f2f898d9e4a69e36e49b9fc82acd
823613,Ariel se sincera con sus hermanos,,7,2003,,A6425,823597,1,118,,dd6ad436933424089e986572f9919828
15437,(#19.6),,7,2011,,,15336,19,6,,a9fe52e9c0093fdfb01fac39a43356ec
34714,Send Her Victorious,,7,1989,,S5361,34706,1,5,,b7d2fb4f4d636b3c3de9141a7334973a
2314631,Stories from Nana K.; The Circus Is in Town,,1,2005,,S3621,,,,,e849f0604abd691ea57c56a695f45387
1891601,"Fire Department, New Haven, Conn.",,1,1896,,F6316,,,,,8f9f33a9f495c7c514e9b148eca61af5
845762,Top 6 Compete,,7,2010,,T1251,845720,1,7,,7c839735545962a140a71faf67bf2350
563237,(2009-12-04),,7,2009,,,563105,,,,8007db3ebb835a3503224042ba4af205
1264370,Stone Cold Crazy,,7,2005,,S3524,1264225,8,5,,172c75e629fc3db5e53f5068d45f8f17
130053,Count Me In!,,7,1999,,C535,129983,6,8,,5bdba846c128356c914f64da58429bc6
32704,(2012-05-22),,7,2012,,,32442,,,,a04733c180a683bb2195ccf52cf9568b
2229308,Racing Against the Clock,,1,2004,,R2525,,,,,53c8b69e2cf16ac04d23f792520c65ce
1244320,Weil sie böse sind,,7,2010,,W4212,1243467,1,751,,edea75b3b3ea2eba359f63a824325e66
169030,The Visit to Aunt Ruth's,,7,1990,,V2353,168958,1,1,,8761c8e29cb11ad3ba6176ddc9544d89
4477,Silenci,,7,2009,,S452,4457,2,6,,a72742ad15bc4ed1fc48e39db32ce71b
109242,(2000-06-13),,7,2000,,,108733,,,,40c9b53898160d2d5dd777c5de62c4c3
28820,(1996-02-12),,7,1996,,,28531,,,,5d209e19cbb6cd5e2a169a506a9769d8
1701262,ATM: Ass to Mouth,,4,2000,,A3523,,,,,a7936236b8d8841dd8d97ca86cb4d499
38282,(2008-07-15),,7,2008,,,38084,,,,5527873c0ecfb3af31fa65f2becf4ec9
870406,Per què van a Estocolm?,,7,2008,,P6215,870302,,,,de9065288b3d88145216fb5669b9c372
1531082,"Urlaub undercover - Erst checken, dann chillen",,2,2011,,U6415,,,,2011-????,9fdaf5f729b29b93e3d49629a41cf081
1537680,Povoden,,7,1985,,P135,1537674,1,9,,0e2dab0987a1bef15d3e9459b81d4e64
5392,(#1.8),,7,2011,,,5383,1,8,,66aa6123117ad570cff22a0961cde934
115268,The Boy Next Door,,7,2008,,B5236,114979,13,18,,2da5276828def251a95a367c5a74359a
1159907,(#2.14),,7,,,,1159836,2,14,,83a91d528a679631e91c6898b3bef2bf
2093496,Mad Sex Party: Paint Misbehavin'/Dirty Business,,4,2008,,M3216,,,,,1a28923de1799b4864cc5ea2890b32b0
1800365,Daima kalbimdesin,,1,1962,,D5241,,,,,729f66e2634a82df5185d7b09464d872
128694,(2002-02-15),,7,2002,,,128673,,,,59d560f9e0c9b92eef0ae0264f905923
859764,(#2.3),,7,2007,,,859726,2,3,,b78874173c558fde031b924130e2394a
41947,The Man Who Loves Snakes,,7,1962,,M5412,41937,,,,74f013f4c6e7a0cb396cd5371bf0279f
523578,(#3.6),,7,2008,,,523542,3,6,,9af34022412ab3ac280efa9b8c8d9160
18852,Nothing Says Lovin' Like Something from the Oven,,7,2007,,N3524,18706,11,20,,44d2319231285d48225ae187128431af
1274207,Freeski,,7,2009,,F62,1274205,1,2,,73bbc89ca9866828b4c36bc0edf86beb
1310066,(2011-12-28),,7,2011,,,1309931,,,,03b95a06fed87a719ec6249a9750c1d0
97163,Is It Normal to Have Looked for Love Online?,,7,2012,,I2356,97158,,,,31ea0320e2d02c3d161b46e2d1cf6f38
559589,Shelter,,7,1967,,S436,559565,1,1,,95f18f2ce8dba046c0af0843beca7c32
189813,Buniyaad,,2,1987,,B53,,,,1987-1988,397741a58f417fe27adde10e7ad0349b
1411807,(2001-05-07),,7,2001,,,1410832,,,,54ff0b037c3a861214ce611a2e84672f
31161,De Harmonie,,7,2010,,H65,31159,1,5,,69877ff7ec3655b56899fda25a754741
141140,Adini Vermek Istemeyen Dinleyici,,7,2011,,A3516,141138,1,27,,62c165ad2cb46ad8896daca0ef828c1a
2045304,La pequeña señora de Pérez,,1,1944,,P2631,,,,,ab6458a1836a5321403851096eee4d72
1978416,Imminent,,1,2009,,I53,,,,,f232488dba24f219f9abeab337fee5c5
131665,College Bass 3: Carhartt,,7,2012,,C4212,131651,,,,8b19757d8ed9610e31282b6ba712255e
993416,(2010-06-07),,7,2010,,,992287,,,,7bfe1ecf343117b1f00bb53995e525a3
1864396,Elektroprivreda i sta ona znaci,,1,1961,,E4236,,,,,c27351eedff052b7954c61259508fdbf
46397,(2004-08-07),,7,2004,,,46022,,,,4e68c7593e0f1569aba33f936b6d02bf
110274,Tsutomu no shi,,7,1970,,T2352,110180,1,53,,730183eca8ecd2d421924f58ff86c01a
854497,Mama's Her Own Maid,,7,1955,,M5265,854439,4,10,,fff2dd710ef8289c6899807e4939b976
1176407,(#1.24),,7,2009,,,1176392,1,24,,1257b8c7ff0e6237aa6611be83496185
1941182,He talata,,1,1961,,H343,,,,,d22225f0f0ea4cf8224d7f83fb502515
638497,Millionaire Condo Heist,,7,2005,,M4562,638495,1,3,,b7c5c2e7f58940121be45c436997a6c2
2225392,Pâté chinois,,1,1997,,P3252,,,,,5d911eaa34e910a09b7001c4f24f229c
312851,"ET 961 - Entführt: Der Absturz, die Passagiere und ein Rätsel",,7,2000,,E3531,312843,1,1,,ce1fb6482f5984094e28ab8befcf9e59
85684,Livet på en pinne,,7,1996,,L1315,85670,1,9,,a36ee7756fce61386d8c431293a2c862
180390,(2011-08-01),,7,2011,,,178599,,,,b647672e76711ac23827f5ca3b281a42
2441849,Tommy Steele: A Handful of Songs,,3,1981,,T5234,,,,,16d97dac2e2563b047ceb538d46e0e16
1540959,(#1.7),,7,1995,,,1539020,1,7,,c92371211f02f4ac7ed3c933906dc3e8
153397,(2010-08-08),,7,2010,,,153265,,,,f3b15b1260a0777427d08d7d753e3190
90397,(2006-01-12),,7,2006,,,87087,,,,27c9c9316f2e4f5061841cdc61dd6440
175856,Pretty in Pink,,7,2009,,P6351,175829,2,13,,97d4a3b60f9249002bda238e5a4e4932
59974,Friday Night Bites,,7,2011,,F6352,59970,1,4,,e8466a835d2e103c64323e19f1bc0d1f
2348475,The Belle of the Ball,,1,1907,,B4131,,,,,170ac2f839ed8b38f1579fa3deadaf19
133508,Dazed,,7,2012,,D23,133491,22,4,,a9eb72f5e89877b268c32e6813d742e0
2480576,Virineya,,1,1968,,V65,,,,,d7f9ee4f53eef672440b2f6b43c2ea69
116111,Avatar Day,,7,2006,,A1363,116109,2,5,,b2b7641f916f4469571f916b3f730023
339946,Ran ans Geld der Reichen? Europa und die soziale Gerechtigkeit,,7,2012,,R5243,339936,,,,3c1771b8ad9e57c0241addaa5d0e41c8
91401,Chichester Cathedral,,7,,,C2362,91279,25,8,,4ba947ffa3b73881aeec4c5bd3971173
42392,Five Minutes to Doom,,7,1953,,F1532,42377,2,1,,a9d6458cc7032a16a5fcad67942f4297
167777,Beep Beep,,7,2010,,B1,167764,4,21,,10cd1b04b570bb70c029e896b40058f6
1321559,Where There's a Will,,7,1977,,W6362,1321530,2,11,,ca142442ae8a13e294e68a3b0edcc207
1711848,Banat al reef,,1,1945,,B5346,,,,,0df133b8460552639158929407a6e1e9
1418530,Lovely Days,,7,1986,,L1432,1418527,1,3,,072640c2d9cc2064505c7d0a7809bd93
1688424,Angry,,1,2012,,A526,,,,,05d04c3c193228c25d17a66457419011
1769890,Chen xi,,1,1933,,C52,,,,,49d3d5a9c324b75181da3439331b6ec4
873835,Fumble on the One,,7,1985,,F5145,873831,1,8,,a5f7d79af4d487194322c30c11d279d5
88093,(1998-06-22),,7,1998,,,87087,,,,73532ca18b3fc2470eeb679910024e54
793691,(#2.35),,7,2001,,,793597,2,35,,501bcb6a6bac88311e2246f950397f99
2338050,Ten no hitomi,,3,2000,,T535,,,,,b409eda5481aab1b93643c44bfcf2af3
188427,Alan Page,,7,2011,,A4512,188426,,,,2f41638f1bc2b0f05a4a5429c3e89805
1644597,A Black Sherlock Holmes,,1,1918,,B4264,,,,,8ffc4f87d12d36df6b7b27bd8ef2eada
2276308,Sex Museum,,1,1976,,S2525,,,,,5575fd321f3a05bc0c56dfd65336e367
2061062,Le pied qui étreint,,1,1916,,P3236,,,,,5c3596e4b08d365c9ed82ccf510d3820
1433443,(#3.377),,7,1995,,,1430517,3,377,,9c41dadf644946c433cd0e3cc2fbf686
2200471,Phase Paradox,,6,2001,,P2163,,,,,c3c024c1c07d251f39b8032fe0e83166
2205772,Plastic Utopia,,1,1997,,P4232,,,,,3aa1359ac8ad37dbcbf0fefdc9cecd93
803964,The Comet Cometh,,7,2005,,C5325,803946,1,6,,23fcbad00666355aaa2093884d6fadc2
2291333,Siyam na buhay ni Martin Pusa,,1,1964,,S5156,,,,,76f23270ac4fd34908a5d698b437d596
1030062,Achtung Explosionsgefahr,,7,1969,,A2352,1030059,3,6,,45378f40955d83f2f3a1bdc85a25aac8
1990108,Isalia,,1,2009,,I24,,,,,c31055ba417ff1dece8b0092434b14a8
182471,Missionary's Baby,,7,2005,,M2562,182425,1,32,,c6165f71020efb766d6eac146582af8a
11862,Mein fernes Kind - 33 Jahre Schuld und Sehnsucht,,7,2005,,M5165,11752,,,,792368cf81524a9578dc09e740ab9927
142425,Bellator Fighting Championships 58,,7,2011,,B4361,142372,5,10,,859d85367a18aef3d4b969c50869c122
726129,(#3.25),,7,2010,,,726058,3,25,,4676a7b42212e65e532031ec3cbf1c1b
1599047,The Unteachables,,7,1996,,U5321,1597940,33,5,,27bd1ade0f9b533f8ddb8a50076f0ee4
816888,It's a Dog's Life,,7,1976,,I3232,816883,1,5,,14932e04b5eeddd2676b572dca4ef142
26054,Dead Family Robinson,,7,2004,,D3154,26051,1,11,,d7f6a3bab90588e63fffb133a4f91965
1603729,TBM,,7,2011,,T15,1603724,1,3,,51f49ebdc8cdf6f90e61cb149f52254f
1460791,Robert Lindsay,,7,1992,,R1634,1460201,23,22,,ccc4b56cbe809eac71f475d65c1450be
1894104,Flatmate from Hell,,1,2005,,F4353,,,,,1978669068b5f7b0f6a0b87374cfbf9c
1978188,iMan,,4,2011,,I5,,,,,4848361897d486b26afc697306255d8c
56392,(#1.10616),,7,2011,,,55774,1,10616,,63f9ad5f55a240f136fa1cc0b9f2972b
135231,Waters of the Moon,,7,1968,,W3621,135113,4,4,,ae07995d3cb749f7b8cc6bef16480995
1230720,Sykes and a Menace,,7,1964,,S2535,1230689,7,5,,49202fa83cc3fb9bba2402778aa66ec5
1658811,A Ticket in Tatts,,1,1911,,T2353,,,,,be508c06a4fed7037b7f4bbb86c0aeb7
35331,Acampamento de Férias 3,,2,2012,,A2515,,,,2012-????,79a83fe17f133212574e3748db635d59
25634,Seared Pork Tenderloin,,7,2007,,S6316,25600,1,8,,b84a5784d74c0471dc8350b2324c6222
1769020,Che cosa fa Om Prakash a Katmandu?,,1,1992,,C2151,,,,,3c00d0c1db8696c5e545a878141441c7
186098,(#1.12),,7,1994,,,186094,1,12,,7747e386416856b04b17ae027b8e5e3d
1413117,The Runaway,,2,2010,,R5,,,,2010-????,98a57b26e33014cf3fbf3bf31de27f86
1390582,Overcoming Obstacles,,7,2012,,O1625,1390579,1,3,,ee62f1e00561a0dbb28c29bc4cc0d6c9
119705,(#6.6),,7,2011,,,119552,6,6,,30c89b876371aad891b80241bf12fa26
885929,(#8.77),,7,2010,,,883614,8,77,,4af7e6c4c3e2835119d54f4f10026713
245434,(1997-07-07),,7,1997,,,244974,,,,50adc5e15eccedb4f916e0daee4f0340
176398,The Category of Happiness,,7,2000,,C3261,176388,1,9,,db0f59dd720e90e8989fb65d861f8a55
455668,(#2.8),,7,2007,,,455539,2,8,,636e673314310b6c7f59e130ad30017d
643127,The World According to Sesame Street,,7,2006,,W6432,642847,8,2,,a9adf40348356dcb2e929fbcafd995a8
107962,American History: Marching Into the Future,,7,2007,,A5625,107959,,,,cc2d14f437d4834bd87bb7d31cd3ad60
2230364,Rail Report 13: On Track for the Eighties,,1,1980,,R4616,,,,,482c5bc7f404d6970af16f158bb7d153
195884,(2010-06-06),,7,2010,,,195563,,,,869f597060163b478dfc7bf52aaa1b09
146923,(#2.9),,7,2008,,,146843,2,9,,d6fa2b1d6e444acae7e67c913be9990e
1404414,Halloween II 1/2,,7,1987,,H45,1404372,3,8,,3d42fc02c6873f4d52fd0c1dc51309e8
65139,(#1.8),,7,1995,,,65116,1,8,,21245ae1eb8b41224fc4dd28e3d40fcf
64634,(1979-05-26),,7,1979,,,64592,,,,f3f13935ab40412d8e72ff96395a4148
1231463,Gonosz szándékok,,7,2005,,G5253,1231417,2,47,,b4718d37094a24087ada31e2c0796aaf
86257,The Legend of the Bad Fish,,7,1988,,L2531,86247,1,5,,05ab7ded02e9efd4ac8e0ba7c4d75ed9
324170,(1997-12-14),,7,1997,,,324159,,,,440b694b301d31caba0f2218c973f6e9
325329,Reddingssloep,,7,1995,,R3524,325091,5,5,,74e27a4280f5147387bb4eef443ab282
2297374,"So, What Do You Think?",,1,2000,,S352,,,,,8f8a20e841048373811c5919416ad164
2480441,Virgin No More,,4,2010,,V6256,,,,,09af6701f4ea09699921382ba8b631a7
1262059,Kielings wildes Deutschland - Teil 1,,7,2012,,K4524,1261928,31,15,,d64b325507f80186bb8bf4916803ed8c
1923526,Golgota wroclawska,,3,2008,,G4236,,,,,b0ef93767163a7aa010432e8a64a65d1
1767874,"Charles, Your Hangover",,4,2011,,C6426,,,,,0dc48e85e52d92e03e606032596c7fb2
2361181,The Dead Cat,,1,1902,,D323,,,,,dce6e41ede294f950ce8d29ef11f4e89
1422630,(2012-02-02),,7,2012,,,1422414,,,,c8179ae60ab8535e8382b2ad51b8facf
948636,The Higher Law,,7,1997,,H264,948563,5,13,,554501b63c3fde6e92e937d7c793ddc1
40307,Jail,,7,2011,,J4,40242,1,20,,8d4ed0548e9531f1cfb5d1be86da07c6
1430069,(1986-10-21),,7,1986,,,1427940,,,,49f300d59837739cba15eca3a91f83b2
105022,(2000-06-21),,7,2000,,,103385,,,,4bc87cdf371646b888e5ee2ca827374d
517969,(1995-11-16),,7,1995,,,517947,,,,8e683a9b453dce457662c11b0304d1b5
68161,Operation Homecoming: Writing the Wartime Experience,,7,2007,,O1635,68151,1,3,,a1b7d00a2725df540c61cd761cbca62d
1959132,Hot Lesbian Rock,,1,2007,,H3421,,,,,3029d3002db42df533108c6ecf89ba19
1855964,Ein Windstoß,,3,1963,,W5323,,,,,19dc62d481c1052c44bc12313179a898
136167,Prudential World Cup 1979 Final: England vs West Indies,,7,1979,,P6353,136152,,,,049d0d431f2167df20bc670c8b7aa1d8
1117904,La course du roi Louis,,7,1981,,C6236,1117899,,,,129132ea1079e086be60098f8441f1ad
56273,(#1.10497),,7,2010,,,55774,1,10497,,6c1652b974786b75ac1d177224bd4cf7
1617076,(#1.645),,7,2007,,,1616469,1,645,,f030871ea495473106982ca1d26a1fe6
1308982,Raiders of the Nest,,7,2004,,R3621,1308964,,,,ba2e963fb139b3db39e1dc31863e14a1
980032,Ths epanastaseos,,7,2011,,T2152,980021,1,10,,270c5af253eec036c98d7b606d9552f0
12792,Benjamin Dalatu,,7,2011,,B5253,12781,3,6,,96bd3d34d48c1d8d786a7ba9c76abd09
185582,Snoop Returns,,7,2009,,S5163,185571,1,10,,41076f66dadb944d8ec1fcefdf8c5a74
3083,1001 gece,,2,2006,,G2,,,,2006-????,6ab41cfa8b16d0f93564b2d5b2e13ae8
89986,(2004-05-14),,7,2004,,,87087,,,,fbb4921d70c631c98e10304ad8aafe2b
2166800,O teleftaios fakiris,,1,2005,,T4132,,,,,d3e8c3e7fa5a273435a5c07a3f9242b2
28606,(1995-03-16),,7,1995,,,28531,,,,ace0fcf06aa2d0f1010c1f72f5693975
611726,(#22.58),,7,2006,,,611044,22,58,,b0cb28a24db0bab1b086addd2b05da3a
1786937,Conscientious Caroline,,1,1914,,C5253,,,,,babd1d1d1516b9242042d22d119b3b17
1121751,(#1.261),,7,1985,,,1121123,1,261,,84696f9f312ea64bd5acdf7478a88fe5
192415,Carmen et moi,,7,2006,,C6535,192412,2,24,,9024bd34cd9098be3a38d14c80cd75fc
120967,Baby an Bord,,2,1997,,B1516,,,,1997-????,16626eccf783882bc72b59a6df77c73c
148188,"Coming Out, Getting Out, Going Out",,7,1996,,C5232,148136,6,24,,4d23dabcf24ecb7cf161dcfcec885db4
169637,(1984-08-14),,7,1984,,,169549,,,,9f1a27ff8b1f6364a4867d39ce5c2dda
98872,De familie Terlaet,,7,1982,,F5436,98870,1,1,,35e29846d364d9ff280e20ee0feea322
564558,"Peter Comes Out, Again",,7,2012,,P3625,564540,2,2,,9f7872984725e0864f8c0cabaa6007f7
735741,Picchio/Domínguez/Barón/Goano,,7,2012,,P2352,735706,8,18,,af0951cfb411d81f35310bcd0fce9d8b
98484,Mug's Game,,7,1964,,M25,98326,4,97,,549ed0914abacf25646d6ba6338028cd
1270514,The Quick and the Dead,,7,1970,,Q253,1270508,1,5,,0bf41c2760422a3aeeb0ec714345c989
126494,(#22.22),,7,1979,,,126283,22,22,,482bff6c61206c18461d31d31bbfdd71
2723,1941 - Das 'Unternehmen Barbarossa',,7,1999,,D2536,2685,5,3,,57e791cd28bc44072c5c27f2c4726286
287725,Crash Corrigan's Ranch,,2,1950,,C6262,,,,1950-????,c52edeb0ed9b6a0eb155c7d3b2e95edb
1829880,Die Mauerbrockenbande,,1,1990,,M6162,,,,,6b0e9caae19a4be3cf3dbcb0cb29ece5
1331167,The Heritage,,7,1960,,H632,1331146,1,34,,2d37e98b0dfc59a1ec2f6a7a06b76862
904833,Hamburger Heaven,,7,1998,,H5162,904822,2,4,,6ce73f6245eba881dc71f7a43c29e75d
197085,Dogtown,,7,2009,,D235,197071,3,10,,57aa0c4081a0cd5d76f4f8206ea79b7c
1685065,Anal Adventures of Max Hardcore: Full Throttle,,4,1994,,A5431,,,,,4984ad93b6d6fec24574bb69f4886c38
81462,Happy Anniversary,,7,2001,,H1516,81426,2,13,,185f0778cdd6c830300e7b99790e1b3d
114155,Lynyrd Skynyrd,,7,2000,,L5632,113993,25,6,,edbd17769d459038afafa601d6daad6b
26657,(#1.61),,7,2008,,,26480,1,61,,161bf16b83c439919a775c0e8faba46b
692200,Just Getting By,,2,2010,,J2323,,,,2010-????,b68197f973d33b0d430511487f7c9bb9
2446988,"Trancoso, retazos de vidas",,1,2008,,T6526,,,,,92ee1183e57623feffcb8b77bcfed924
105395,(2003-12-04),,7,2003,,,103385,,,,d61acd8675ae86fad7fc74a3e9402373
1934639,Hall & Oats in Concert,,3,1982,,H4325,,,,,98404912a4f3d83bf5d62243344486de
847434,Heavy Metal Mater,,7,2010,,H1534,847431,2,4,,372334d02c6f1f3f36bb6d6d8f7a3b3b
1709275,Badetag,,1,2009,,B32,,,,,cc61fa22da1440e6c6940aed5b83ff6f
118851,(#1.909),,7,,,,117506,1,909,,62fe0ba224f4239157f99f409c29761a
69421,(#18.9),,7,2007,,,69220,18,9,,c17f17d5dbfa74b3f534edbd1f834698
2042923,La maja de los cantares,,1,1946,,M2342,,,,,9082d9d91efe64a9b0232f5876aac2f5
179243,(2007-10-09),,7,2007,,,178599,,,,7943156eeb938e450ccedeeb30c3e9df
1070891,(#1.4),,7,,,,1070886,1,4,,897477a19466ea67465ec686086d6a4a
832996,Christina Aguilera: Come on Over,,7,2000,,C6235,832962,3,8,,38b9d4b2043fe300359eb830bb745772
2397606,The Night of Then,,1,2007,,N2313,,,,,0ef0ec00307ebc8b5017849c3d7d8fee
1976072,Il resto dell'anno,,1,2012,,R2345,,,,,d5993971cf4bae1359b9050e8a97fed9
1403376,(2013-03-06),,7,2013,,,1402782,,,,f1ef51b69678192bd0493d04602c0cea
2201233,Phulu Thakurma,,1,1974,,P4326,,,,,4c1c72595b9b61cb47d2276f27311584
35391,Killer in a Rose Colored Mask,,7,1961,,K4656,35385,1,2,,d43e4097a90cf81d3bf497bc495a35a0
