326924,1030295,101,5.0,
1229888,2367257,101,7.8,
1353517,2499350,100,51,
777594,1888649,99,3....13..1,
1073594,2205360,101,4.1,
370920,1151496,99,.....24.4.,
984121,2108305,100,18,
512427,1537296,99,..1..1321.,
1376907,2522651,99,0012001..0,
522127,1569757,100,12,
1280582,2419887,101,5.8,
1145198,2279871,101,7.7,
584346,1683172,99,3121.....3,
1326164,2470316,101,5.1,
713720,1820558,101,2.7,
755436,1863792,99,...001211.,
1161982,2297218,100,9,
405078,1246457,99,....323.1.,
69108,194785,99,....011212,
676918,1781160,100,290,
435790,1326414,100,79,
95039,301188,101,6.9,
1023663,2151028,99,0000111102,
1177339,2312935,100,37,
524140,1580886,100,6,
796471,1909311,100,15,
770282,1880871,101,6.1,
744306,1851219,99,.2.......8,
109228,344445,100,12,
16290,51259,101,6.5,
1344738,2488588,99,100..100.3,
1037523,2166172,99,1.2221....,
32598,101729,99,1..1211.1.,
211331,643782,101,5.1,
35398,116592,100,37,
641891,1744576,101,7.6,
423440,1297850,101,6.8,
1126863,2261007,99,....2222.2,
369832,1147707,100,30,
195194,591696,101,7.8,
118212,370673,99,0...002003,
496698,1483550,99,...11..5.3,
290941,900896,100,16,
569715,1667949,99,..0..133.1,
192966,586169,99,....114..2,
1022510,2149887,101,5.2,
740049,1847049,99,1011310.00,
948004,2070630,100,9,
911698,2031530,100,25,
411079,1270295,100,40,
43252,138408,100,15,
66485,229748,101,6.0,
1237359,2375223,99,11.2..11.3,
1078174,2209655,100,209,
65942,191989,101,7.7,
509820,1528493,99,....025.2.,
1371439,2518036,100,5,
820808,1934754,101,7.7,
163958,511979,101,6.6,
145514,465144,101,6.6,
912512,2032392,101,7.2,
460930,1390289,100,21,
638889,1741465,99,....1215..,
1144536,2279330,99,2...4....4,
313441,980095,100,7,
179041,554717,100,15,
50777,154313,101,6.7,
563788,1661871,100,25,
8974,25416,99,0000000025,
683547,1788835,99,1......105,
1193457,2329072,99,1030200..0,
866227,1985579,100,86,
635447,1737882,101,6.5,
1313857,2456333,100,24,
1113301,2247438,100,27,
671510,1775393,101,3.8,
880420,2000308,100,25,
1031735,2159163,101,4.3,
1332367,2476321,100,13,
1135273,2269821,100,103,
1332670,2476612,100,17,
1112136,2246387,99,2000000121,
920508,2041181,99,0001111000,
524051,1580637,101,3.0,
1286822,2426688,101,6.6,
180463,573246,100,11,
723652,1830996,100,25,
837856,1953552,100,5,
1256182,2393866,100,133,
275190,859978,99,1...3.2..2,
1307757,2449559,99,....024100,
1309558,2451523,100,5,
20239,55641,100,25,
1217645,2354361,101,6.4,
818244,1932263,99,2......0.6,
394038,1216179,99,.....4.222,
1174477,2310435,100,82,
1267948,2406558,100,22,
1348080,2492664,99,100.....05,
374753,1166154,101,7.2,
689973,1795780,99,1000011101,
343241,1078075,101,6.5,
1165161,2300509,99,..1.23...4,
850072,1966510,100,42,
457821,1377059,99,0...013111,
357724,1120869,100,26,
472983,1414894,99,0000001103,
483642,1439500,99,....023200,
355311,1112930,99,0..0011103,
1182810,2318750,99,010102..01,
303880,939909,100,98,
891847,2011866,100,63,
1106939,2240857,101,6.2,
877789,1997758,100,41,
443032,1341521,100,5,
879476,1999461,101,6.7,
615655,1717336,100,37,
797173,1910104,100,5,
899890,2019907,100,54,
181707,560962,99,.000222100,
878966,1998938,101,5.2,
520460,1562091,101,7.5,
988994,2113382,101,6.6,
992902,2117268,100,217,
474681,1417920,99,0000000123,
909621,2029467,99,0...000114,
39801,131308,99,.....20121,
862808,1981264,101,5.8,
1279310,2418597,101,3.1,
1076356,2207764,100,5,
230101,710702,100,29,
272165,853382,101,7.1,
443627,1342556,101,7.8,
1357698,2503642,99,..00321000,
1308405,2450207,99,100210.100,
562782,1662331,99,0.00000015,
857940,1975136,99,30....0003,
695176,1801450,100,5,
273383,856696,101,5.4,
1371181,2517781,100,6,
1258073,2395933,101,1.9,
401739,1240123,99,11.00.01.1,
560110,1658829,100,43,
426949,1307023,100,6,
940963,2063522,100,46,
1272342,2411189,99,.....21004,
102216,316822,99,0.00100122,
666005,1769737,101,4.5,
563353,1661520,100,8,
168960,529417,99,10.0.00132,
680110,1784504,100,64,
604585,1723449,100,10,
1303434,2444616,99,0.01132000,
833388,1948248,99,0000101003,
909506,2029323,101,6.3,
200481,615991,99,1...1....7,
1363020,2509371,99,.01112...2,
1129743,2263795,99,2111100000,
496956,1485907,99,71..1.....,
767861,1878147,101,6.4,
588893,1688487,101,6.6,
645081,1748020,99,1.0.1...24,
1169792,2305322,101,7.2,
251710,791428,100,67,
829944,1944066,99,....2.2002,
81252,240928,99,....001104,
1313523,2455897,99,4210000000,
687757,1793429,100,33,
1304639,2445882,101,3.2,
774512,1884903,101,4.7,
57662,171273,101,7.1,
554968,1650880,100,118,
586413,1685949,99,....45....,
202771,619579,100,7,
578344,1676698,100,229,
567039,1665280,99,..2422....,
528628,1589325,100,154,
345202,1082679,100,14,
1043137,2171963,100,7,
882507,2002296,99,1.0..0.024,
283063,880218,100,12,
744724,1851409,100,75,
308077,953989,100,91,
748235,1855492,101,2.1,
219745,679362,100,42,
723670,1831024,100,42,
463305,1392613,99,...1.23211,
999593,2124928,101,2.2,
600690,1701788,99,0000122100,
372551,1158531,101,7.4,
1099961,2233034,101,3.1,
574929,1673434,99,221...1..1,
866434,1985813,100,19,
819718,1933592,100,60,
227886,705241,99,2......323,
55069,164114,100,5,
208484,635538,101,5.1,
1018387,2144882,100,7,
603223,1704725,100,22,
391226,1204491,101,1.9,
1151406,2286462,99,0000011101,
1332826,2476790,100,18,
561250,1660642,100,8,
183875,567156,101,5.2,
467355,1401309,99,0...00.116,
280922,874911,101,5.6,
1241750,2379850,101,4.9,
1209526,2345763,100,6,
902260,2022000,100,107,
607214,1708547,101,6.9,
676244,1780081,101,6.2,
1051779,2181584,99,0......224,
887450,2007363,101,3.7,
677024,1781228,101,6.2,
1018672,2145193,100,8,
791736,1904406,99,00.0232000,
1025628,2153147,99,12111..2..,
270398,849782,101,7.2,
712297,1818364,100,6,
481887,1436967,99,0000001222,
14811,43116,101,3.6,
692022,1798444,99,0000011111,
348985,1094187,100,506,
1115824,2249687,100,46,
575215,1673710,100,12,
353897,1102938,101,6.2,
520112,1560589,101,7.7,
677662,1781958,100,1252,
206131,629286,100,7,
671337,1775184,99,....244...,
1205418,2341999,99,1000000104,
1247762,2385688,101,5.4,
699202,1805467,100,39,
488889,1448545,99,0....01123,
15017,44300,100,23,
1358094,2504239,99,.000010121,
621047,1722697,101,8.2,
110883,347005,99,1....10214,
105103,333419,100,26,
494838,1472593,99,000.001212,
796322,1909181,101,5.4,
70704,203440,99,0000012101,
130967,396359,101,5.5,
386591,1197569,101,7.0,
517436,1558291,101,7.3,
453920,1366352,101,6.6,
403110,1243696,99,1.00022.10,
359587,1124820,100,8,
1006625,2132504,101,2.2,
1232566,2370281,100,157,
739447,1846472,100,5,
3527,8516,100,8,
716421,1822643,99,300011.0.1,
650875,1754346,100,10,
629216,1732444,101,8.6,
238282,753152,100,10,
1201471,2338083,100,9,
1346482,2490899,100,74,
136316,421460,101,6.1,
306414,949628,99,....0.3103,
418980,1282769,99,0...102202,
658025,1761451,101,6.2,
923092,2044229,100,33,
534406,1609353,100,102,
1114485,2248388,99,.0..2.0004,
839307,1954783,99,.1..51.1..,
909375,2029195,99,0000002211,
349731,1096371,99,20.0101..0,
750517,1857351,100,81,
62414,180906,101,7.2,
1093493,2226636,101,2.9,
288515,896578,101,7.3,
1084818,2217139,99,31.0010.00,
1270706,2409512,101,5.2,
1055023,2185158,100,58,
920259,2040848,99,2.00110001,
1104670,2238290,100,12,
673872,1777695,99,.....21113,
130671,395916,99,8........2,
722458,1829218,100,14,
1131387,2265460,99,...22222..,
795244,1908299,100,11,
1037961,2166861,99,0001.131.1,
1124991,2259164,99,.0.01.2103,
1252601,2390518,101,4.2,
1132612,2266884,100,758,
282404,878343,101,6.9,
460587,1389980,99,2......511,
1310205,2452181,99,.2...2.2.4,
654167,1757449,101,5.1,
1100303,2233349,101,8.1,
684797,1790372,101,7.6,
1281699,2421270,99,000.00.105,
554670,1650467,99,.1..22..11,
655387,1758845,100,13,
1368454,2514835,100,13,
473595,1415554,99,0..0021310,
281328,875154,99,....1141.1,
936429,2058707,99,..0.121210,
119019,370942,99,00..221200,
916043,2045766,101,6.9,
603423,1704994,99,0..0013012,
135399,407361,99,.1.321.0..,
751761,1858861,99,0.1..12.02,
1108184,2242226,101,6.6,
493836,1468312,99,00..122101,
1241660,2379748,101,5.9,
486534,1444361,99,0...012211,
963157,2087239,100,193,
404655,1244255,99,00.003310.,
842410,1958431,100,6,
1098542,2231585,101,6.3,
1145707,2280427,100,59,
995302,2119948,100,6,
943146,2065728,99,10....1222,
1051421,2181233,101,6.5,
256215,812221,99,0000000125,
384892,1196891,100,678,
989899,2114294,100,16,
683902,1789203,100,67,
734190,1841062,99,1...331...,
109020,343175,99,00.0001113,
641573,1744208,101,4.5,
1233509,2371270,101,5.7,
722914,1829978,100,40,
1197454,2333379,100,33,
199505,613004,101,7.0,
664233,1768007,99,0000012101,
343474,1078481,100,23,
249587,784675,101,7.7,
911369,2031190,101,6.7,
471063,1410491,99,11.11.141.,
712971,1819633,99,10010.0002,
1155083,2290217,101,7.0,
374016,1164084,99,00.0.00124,
754440,1862517,99,..2242....,
624871,1726950,100,8,
561036,1660320,99,0000121001,
964024,2087862,100,22,
421541,1289214,101,7.3,
913885,2034036,100,5,
1306105,2447854,100,59,
694681,1800939,100,61,
916497,2036260,99,0001210000,
16583,51480,100,7,
98882,308175,101,7.4,
1372887,2519301,99,2...122..3,
784989,1896851,99,....3120.2,
1296540,2436887,99,1.00..0.31,
148505,471323,101,6.9,
202721,619464,101,5.5,
567351,1665540,99,000.101102,
507543,1519287,99,.....622..,
1175010,2310669,99,1.....33.1,
809814,1923582,99,2010100010,
639604,1741983,100,131,
692651,1808853,101,6.9,
1269195,2407869,99,50..1.0..1,
836747,1952478,101,6.5,
284074,882315,100,9,
759793,1868261,100,24,
1188780,2324747,99,...1102101,
877320,1997248,99,0000014001,
876711,1996589,99,1..41...11,
1298658,2439225,99,....1331..,
509325,1525983,99,1....1.223,
463488,1393904,99,0000001213,
667632,1771378,99,....2224..,
288093,896456,99,000001.113,
456814,1373928,100,8,
417987,1280906,99,0...0.1214,
726605,1833352,101,4.3,
990848,2115157,101,8.5,
936694,2059000,100,99,
522809,1572407,101,8.1,
1358696,2504779,101,1.9,
48275,148224,101,6.1,
613073,1714727,101,6.2,
736685,1843652,101,7.2,
17587,53220,99,0.00012210,
819620,1933510,101,5.2,
1317338,2459477,101,4.7,
1141280,2276456,101,5.4,
965068,2088930,100,47,
974376,2098118,99,1..11..4.1,
733936,1840878,100,15,
106906,339045,100,5,
621776,1723514,101,5.7,
1171642,2307188,100,27,
687015,1792676,99,.000211001,
123531,385155,99,0.0.031101,
1210305,2346685,99,...03200.2,
841825,1957676,100,232,
1140036,2274962,99,....222..4,
724978,1829613,100,50,
909883,2029694,100,13,
167108,525355,101,5.8,
656491,1759947,100,20,
827708,1941938,101,6.2,
224150,694754,101,5.7,
382434,1189976,99,1....3...5,
860731,1978704,100,11,
627754,1730425,100,19,
143332,458628,100,1433,
42149,133708,101,6.2,
971526,2095045,99,20..1.0012,
1232114,2369747,101,7.1,
1060712,2191598,101,4.3,
609528,1710969,99,..2.2.4.2.,
338146,1067452,100,6,
614281,1715784,100,16,
325399,1025791,100,143,
1160429,2295636,101,6.5,
433619,1321216,101,7.2,
1370068,2516713,100,6,
572694,1671119,99,0000000124,
264556,834853,100,10,
933181,2055257,100,728,
996000,2120772,99,..2..62...,
197342,605606,101,6.1,
1205651,2342167,101,5.4,
336754,1059646,100,12,
694911,1801163,99,1...5.3...,
1327956,2471919,99,..11.221.1,
142087,453941,100,55,
826665,1940669,99,0000110102,
172320,543995,99,0.0.001104,
345052,1082486,100,155,
197066,604782,101,7.5,
1130653,2264807,100,8,
330062,1040273,101,6.0,
1016355,2142767,99,0000111100,
147435,469693,99,...13.14..,
1271900,2410739,101,5.3,
827577,1941761,99,0000211000,
1348825,2493475,100,10,
1208891,2344989,101,6.1,
1278606,2417903,99,0000111101,
980847,2104843,99,10210010.1,
616436,1718182,101,5.8,
860880,1978893,99,0000000114,
38901,127559,99,00.0101113,
1136085,2270523,99,0000011103,
131110,396476,100,18,
814187,1928291,101,6.7,
840233,1955895,101,5.4,
39399,130337,99,......3311,
1213689,2349905,99,0011211000,
597424,1697717,100,279,
389304,1200670,99,......11.6,
1053477,2183372,99,125.......,
786629,1898686,101,5.9,
961400,2084638,101,6.2,
1009175,2135504,101,7.2,
886330,2006141,100,12,
188298,573598,99,.....21121,
984302,2108526,101,5.9,
1100250,2233295,99,0000012211,
345289,1082903,100,11,
747640,1854692,100,15,
853317,1969360,99,....122210,
781730,1893377,101,7.6,
524679,1581489,99,1....114.1,
680682,1785366,99,1102100001,
976858,2100758,100,296,
1071612,2203496,99,0000012200,
83950,253124,100,42,
198048,607192,99,...22..12.,
621637,1723346,100,154,
782393,1894167,101,5.7,
1346525,2490931,101,5.4,
817925,1931955,101,5.7,
737102,1844130,101,6.8,
965435,2089359,101,6.2,
604327,1706027,100,208,
1107301,2241290,100,96,
368125,1144101,100,153,
97091,304871,101,6.5,
246694,773913,100,6,
1272724,2411356,100,7,
993378,2117692,99,0000013211,
940269,2062755,99,...1303..0,
91494,289955,99,0..0..3112,
242586,768571,99,...0002222,
826123,1940125,100,12,
337106,1061516,101,7.6,
1358623,2504729,100,4485,
682488,1787667,99,31..0..0.3,
797082,1910060,99,1.1......6,
1241239,2379311,100,13,
1161170,2296372,101,6.0,
616599,1718281,99,1.....251.,
822549,1936622,99,......44.2,
1191262,2327420,100,45,
1183369,2319401,100,30,
766671,1876913,99,0000122100,
392427,1208806,99,...223...0,
1298022,2438888,99,0.00002301,
203896,623687,100,11,
899593,2019669,100,44,
263090,831306,101,7.5,
412907,1274047,101,8.5,
1359211,2505258,100,17,
342645,1077341,99,0.0..01303,
1311551,2453675,101,4.4,
1176495,2312098,99,21..2...12,
1086930,2219279,99,0000001222,
654740,1758181,101,7.3,
1313547,2455919,99,0001111001,
752969,1860456,101,6.6,
333429,1049290,99,2.1..23..1,
633888,1736547,99,..1..2..15,
717945,1824165,99,0000011100,
241218,766107,99,1...00..24,
619027,1720714,100,16,
365501,1135125,101,6.4,
238734,754380,99,0..0.01302,
692718,1836577,99,2.....1115,
1161384,2296577,99,...0001015,
1171084,2306705,100,37008,
587002,1686629,100,14,
97321,305397,100,7,
27187,79322,100,53,
987475,2111711,100,216,
1093746,2226894,99,..2.222..2,
590802,1690371,99,1.....2.22,
1188527,2324478,101,7.6,
103774,330046,100,241,
269697,848797,99,1...2112.1,
308796,959330,99,...2.24.2.,
537882,684853,99,0000000123,
399198,1509021,99,0000011102,
734640,1841479,99,0000111101,
422646,1296040,99,.00.002103,
107042,339854,101,2.6,
1313580,2455965,99,0000121101,
293307,905755,99,0.00000222,
1195894,2331541,100,13,
1238899,2376778,100,6,
727937,1834769,101,5.8,
1003534,2129169,100,555,
1166896,2302171,100,5,
677606,1781899,101,6.2,
1111921,2246191,100,3222,
193732,586615,100,7,
1193063,2438731,101,4.3,
1341388,2508289,100,9,
1293915,2434437,99,0....0.017,
348954,1093202,99,.....03.13,
1333748,2477966,101,5.3,
967472,2091575,101,8.0,
1198357,2334247,100,5,
1047218,2175301,101,3.1,
1272675,2411511,99,60.0...001,
270860,851119,101,4.6,
999050,2124282,101,5.1,
298652,914063,101,4.9,
187453,572000,100,9,
1077577,2209018,100,2993,
812670,1926583,99,0000102100,
123434,385115,101,7.4,
469230,1406655,99,511..1.2..,
1089378,2222026,99,62.......1,
1287987,2427816,99,.0002410.0,
1114999,2248860,100,847,
382614,1190989,99,1000111101,
1225528,2362524,100,240,
134461,403449,100,7,
262248,828793,99,1....0.0.6,
1131626,2265786,101,6.8,
796915,1909908,100,6,
1198566,2334467,99,0000021111,
1237413,2375282,99,....200104,
882558,2002374,99,0000012101,
1368523,2514925,100,7,
325986,1028527,99,.....22..4,
76746,225719,99,.0.0012201,
538041,1627779,99,2..1.11131,
616816,1718568,100,27,
145203,464321,99,0000012202,
902116,2021884,100,89,
23016,71592,99,...222...4,
155776,495244,100,123,
1126787,2260924,101,6.9,
899040,2019256,99,0012110000,
296772,954870,99,....224.2.,
964223,2088091,101,4.0,
1144193,2278997,101,4.8,
637995,1740600,99,0001111000,
589684,1689280,100,1132,
720805,1826917,100,53,
596714,1696831,101,7.0,
468045,1402173,99,1...1012.3,
556783,1653705,100,61,
640843,1743409,100,405,
317126,995832,101,7.8,
113092,358190,100,42,
704630,1811210,101,7.3,
1322751,2465730,99,0000123000,
218708,675513,101,6.7,
810079,1923823,100,32,
446959,1349515,100,15,
208249,635172,100,8,
1375332,2521411,99,0000012011,
1243651,2381822,100,82,
1248252,2386077,99,..1.120110,
957160,2080368,100,700,
68219,295662,101,6.9,
452775,1365243,99,1...0.1004,
69732,197084,99,0000001212,
20911,61245,100,39,
628575,1731385,99,0..1..1411,
783044,1894697,101,3.0,
933730,2056087,100,6,
394342,1217900,100,26,
133644,399594,99,81........,
323806,1016563,100,51,
1013221,2139919,100,28,
122114,382752,101,7.5,
922202,2043148,101,7.7,
967009,2091103,100,68,
1327310,2471470,101,4.2,
1050977,2180822,101,4.0,
1128508,2262713,100,6,
858639,1976073,99,0.01111101,
1113353,2247473,101,4.8,
1096986,2230018,99,1010111001,
27650,81080,101,7.8,
579540,1678035,99,0000002311,
1027595,2154650,101,7.3,
139134,438226,99,0.00013211,
1290039,2430342,99,...10.1114,
56347,166896,100,8,
229884,710224,99,....2.4.4.,
493479,1468130,99,1....03201,
1016237,2142619,101,6.6,
1161838,2297004,100,7,
1317469,2459640,100,6,
195557,591817,101,7.7,
1067073,2198465,99,.001122000,
852230,1966703,101,5.1,
618745,1720438,100,273,
1246901,2384893,101,4.6,
828214,1942497,100,259,
1003277,2128846,101,1.0,
688132,1793797,100,9,
1239270,2377278,99,.000031000,
1378867,2524588,100,21,
1078117,2209561,100,214,
867822,1987563,99,2......0.6,
35342,116319,101,4.6,
131261,396580,101,5.3,
1066220,2197560,101,4.1,
1346962,2491325,100,40,
1201195,2337794,100,119,
692107,1798517,100,11,
847674,1963926,99,...01220.3,
979228,2103308,100,36,
1214060,2350335,101,6.5,
466179,1399874,99,.0....41.3,
170610,539448,99,0..1.10104,
1142756,2277717,101,5.3,
885450,2005130,99,1011010000,
1225480,2362476,100,68,
898052,2018306,101,7.5,
757552,1865765,100,41,
893856,2014056,99,....11.3.3,
696885,1803138,99,.0.0012102,
476707,1419884,100,7,
1267328,2406013,101,6.4,
632259,1735379,99,.02.21.0.0,
709845,1815608,99,.....1511.,
1203899,2340419,101,7.4,
525385,1583340,100,7,
1374400,2520692,100,15,
985316,2109697,101,7.4,
632471,1735558,101,5.1,
2311,4749,99,1.....3..5,
625366,1727695,100,8,
1077763,2209125,100,255,
139039,438194,100,215,
121680,380728,99,1....22.12,
148378,471033,100,7,
793476,1906387,99,0001120000,
373416,1161592,99,1...1212.3,
1212448,2348803,100,83,
1322547,2465507,99,0000012101,
658878,1762251,99,.21111.000,
639935,1742370,101,5.1,
1308162,2449969,99,0000112101,
502074,1498698,99,00.0.02302,
871192,1990966,100,11,
142046,453927,101,7.0,
5794,13715,99,1..1110..3,
1190553,2326667,99,....221010,
22312,69979,100,17,
728464,1835332,100,11,
394379,1217933,101,5.7,
717658,1823880,100,5,
803697,1916827,99,2.....1021,
945963,2068266,99,0001110101,
493983,1469650,99,0...0.1.06,
1237596,2375458,99,0000000115,
809996,1923764,101,5.4,
708999,1814746,99,0.00012101,
936638,2058932,101,5.0,
645288,1748213,99,.0001111.0,
1210057,2346417,100,156,
562315,1659440,100,89,
665033,1768487,101,7.3,
666577,1770290,100,10,
824744,1938848,101,6.2,
143923,460263,100,7,
679360,1783880,100,29,
693350,1799474,101,6.8,
989032,2113401,100,18,
237675,751902,99,1..0....07,
650811,1754285,99,1......1.7,
1150832,2285880,101,5.6,
735438,1842330,99,0000121201,
561182,1660621,101,4.3,
458176,1377177,100,16,
735187,1842041,100,9,
1129574,2263674,101,6.6,
923569,2044755,100,15,
767546,1877774,101,7.0,
758508,1866696,99,1...311.11,
843882,1959928,99,..01122.10,
383541,1191910,99,1...100003,
1007846,2133974,101,4.2,
733168,1840223,100,15,
655847,1759308,101,5.9,
154525,490204,100,5,
858039,1975242,99,0.00011112,
813895,1928018,100,149,
1140683,2275651,101,5.4,
342158,1075666,101,7.1,
342778,1077390,100,19,
375351,1167336,99,0000001213,
186738,571762,99,00.0000323,
1275524,2414376,101,4.8,
547545,1641495,99,0000001222,
905127,2024893,99,300300.0.0,
553624,1648818,100,113,
428093,1308247,101,7.3,
122469,383927,99,0000010103,
455461,1370398,100,241,
973149,2096787,99,1...1122.3,
780655,1892292,100,15,
1084323,2216620,99,1...321.11,
658714,1762064,100,90,
981043,2105022,100,5,
516861,1557583,99,0.....2312,
1261558,2399670,100,12,
429589,1312516,100,9,
910122,2030012,99,1.....5.11,
1002686,2128319,101,5.8,
763074,1872325,99,0......007,
365610,1135208,99,1....12222,
461510,1390487,101,8.1,
388770,1199419,99,1....1.5.1,
937606,2059960,100,17,
554668,1650457,100,26,
749679,1856857,99,0..0.22012,
264204,834734,99,....111212,
804528,1917766,99,2..2..4..2,
596768,1696886,101,7.1,
1359775,2505974,100,45,
1104030,2237501,99,1000000003,
764483,1874188,101,5.7,
384500,1195637,101,5.7,
884499,2004264,99,1...2.13.3,
433166,1321063,101,7.1,
1264021,2402274,100,26194,
207048,631219,99,4...2....4,
165047,520972,101,6.5,
422060,1295570,101,7.7,
135919,411075,100,33,
348542,1091434,101,6.6,
877183,1997151,100,46,
250219,785880,100,8,
111869,347645,101,7.3,
944688,2067004,99,1001111000,
579670,1678175,100,19,
1093907,2227090,101,6.7,
73761,213944,99,1002210.0.,
216480,665641,99,10001.1003,
73197,211875,99,0..0001312,
290902,900883,100,22,
867136,1986511,100,12,
290368,899691,100,21,
227480,704186,101,5.8,
12550,37327,99,1..0002201,
201067,616533,100,10,
314064,982210,99,1......3.5,
200638,616195,100,51,
160849,502776,100,7,
1310349,2452369,99,..10221..1,
96806,304612,101,7.8,
390118,1201757,100,30,
740508,1847701,99,110..20110,
498412,1488199,100,751,
177609,554240,99,0...0.2202,
239209,756941,100,55,
175973,551031,101,8.3,
230113,710904,100,13,
513783,1545630,99,0.0..01114,
495333,1473466,99,....201103,
1146377,2281317,101,5.3,
817394,1931367,101,5.6,
1307070,2448886,99,0010012000,
60967,176120,100,41,
1303800,2444981,99,1.....1222,
352690,1100571,100,24,
614923,1716468,100,18,
721584,1827903,99,....1....8,
1316604,2458370,99,0000012211,
735359,1842196,101,7.0,
661175,1764730,101,6.0,
1160975,2296146,101,2.4,
1162985,2298143,101,5.9,
803769,1916889,99,2100.00001,
1163983,2299250,100,17,
975588,2099356,99,0000012211,
49486,148705,100,24,
488560,1448062,100,11,
882915,2002694,99,03.0000010,
355732,1114278,100,7,
691785,1798126,99,2110110001,
384717,1196165,99,.01501....,
340487,1071836,101,7.1,
805565,1919287,101,6.3,
782967,1894633,99,0.013111.0,
211961,651115,101,7.5,
972054,2095590,99,...1.32.00,
556645,1653500,100,43,
65696,190662,101,7.6,
607612,1708847,100,5,
409137,1264511,99,.....241.1,
1284120,2423754,99,0002211.00,
1040542,2168747,100,79,
229998,710326,99,0...001124,
231751,717429,100,14,
81003,239965,99,1..1..1..5,
350587,1096885,100,42,
365353,1134531,100,8,
1211127,2347515,99,0000023200,
59796,174287,99,00.0.00233,
24843,73922,99,.0...22002,
420705,1287233,99,....4.42..,
45193,141150,100,6,
858460,1975838,100,106,
467186,1401252,101,7.8,
910602,2030612,99,.002010100,
69717,197079,99,00.0001223,
1313812,2456292,100,5,
19196,54718,100,13,
782151,1893922,99,0000001113,
927803,2049697,101,4.2,
539678,1633484,101,5.2,
1286542,2426382,100,5,
242571,768566,99,..0.113111,
6755,18828,100,18,
418258,1281594,100,10,
444126,1343070,99,11..21122.,
1119892,2254002,100,57,
267709,843656,100,10,
1099950,2233029,99,0...001014,
1139898,2274817,99,001.22...0,
160736,502587,101,6.4,
699302,1805648,101,5.2,
1263648,2401854,99,0000001222,
296942,954926,101,5.7,
937603,2059955,100,1125,
794589,1907660,99,1...0...08,
1054571,2184629,101,6.6,
199327,610849,100,11,
29890,92449,100,7,
936620,2058909,101,6.6,
598506,1699371,99,1011110000,
1098823,2231908,100,32,
281991,878095,99,0.00100112,
139561,439099,100,7,
487248,1446759,99,0.00002311,
1119409,2253597,100,16,
560407,1659261,100,39,
286237,888180,100,222,
154282,489963,100,26,
518637,1559748,99,...0.223.0,
1230609,2368121,99,21000000.2,
487568,1446876,101,6.8,
1150731,2285706,99,.....124.1,
1361926,2508611,100,5,
1302096,2443258,99,0..0001213,
563732,1661823,101,7.7,
729551,1836493,101,5.3,
275133,859953,99,....012121,
568989,1667114,99,1.2.211...,
767436,1877656,99,..01011112,
16615,51498,99,.1..111.11,
122870,384407,101,3.4,
1172924,2308774,101,7.4,
470370,1408911,99,0...0.0114,
765090,1875029,99,0000112111,
