58143,148778,"Blackwell, Dr. Scott",,B4243,D6231,B424,bfd7aebcb020992a298242ed24fb3d43
442184,1083634,"Morrison, Mr. James W.",,M6256,M6252,M625,d2dcbe68d67a22a6cc7826323dcf3ba5
791847,2856123,Z,,Z,,,21c2e59531c8710156d34a3c30ac81d5
467416,1147357,"O'Hagan, Shaun P.",,O2525,S5125,O25,753ce1a2224e005b785430f9d585ec72
54948,2729957,"Biery Jr., Edward A.",,B6263,E3631,B626,ecfba3f204191f10e4205a9fe4171111
505706,3181109,"Poulsen, Fr.",,P4251,F6142,P425,49212f8a29bccadd00b165c8180b4a69
744795,1924465,Kiswana,,K25,,,7973ebd1b453e522749dc2d89b12843d
744948,3507202,"Cutler, David H.",,C3463,D1323,C346,0e8261165e907cc827572ff8084d0db2
653264,2630938,"Verma, Shweta",,V6523,S3165,V65,1ca23bc8ca6418775980202961240aeb
814076,947430,"Maccoby, Hyam Zoundell",,M2152,H5253,M21,da531ae4bcc67ac43e44041bd52dcb51
306139,757702,"Johnston, Robert",,J5235,R1632,,946bf241f213cca01ab99196fd8aeae4
215744,3704203,"Hailstone, Liam Gadsby",,H4235,L5232,,e15acb1242d4e7ecaf2c4fa06dfb389e
468362,2379015,"Valli, Aunt",,V453,A5314,V4,78775fe089d8689fe0e2096b8e44f64e
445480,3860001,"Mukerjee, P.K.",,M2621,P2526,M262,68de1611fd0c98c4fc04631b40f3b06f
311706,2162237,"Kaaloa, Christine",,K4262,C6235,K4,97cd95abefe44d2b696e106f313bcc7d
760740,2003105,"Hall, Barbara Anne",,H4161,B6165,H4,b6cbb161005077b85d8a6794af54baf0
784098,678259,"Hipp, Paul Edward",,H1436,P4363,H1,b8a8fbcbe6750658a6e7b130bcf6ec20
160157,3667477,"Dewara, Hanna",,D65,H536,D6,8cfae85e0efc47bb947a2832a03e200d
446231,3537787,"Muller-Weiss, Hélène",,M4624,H4546,M462,2918e060e66521a8de6a70429cbfa285
314947,4100182,"Kantcheva-Koumanova, N.",,K5321,N2532,,4f69b4a1eb29707cc6d4580abbca8037
264604,2096116,"Hawksford, Pamela",,H2163,P5421,,12de9ef575f3a5bfccf75c80e4f89df8
758320,455826,"Ernest, Roger Craig",,E6523,R2626,,9108ab8a287feba940d2b58dfc6cee37
583719,1436088,"David, Ronnen",,D1365,R5313,D13,0bb17238fffa0c644c5b2190a8ff24b2
436854,1069864,"Montefiore, Rt Rev Hugh",,M5316,R3612,,9d6e75897b64332ddde3e4f135da8740
348513,861472,"Lefrandt, Marcelino",,L1653,M6245,,daaa483a0d608bd015182075426e0a4a
745188,341726,"D'Amico, Michael Sam",,D5252,M2425,D52,f9ea7a285ee7d06cd1701d4d2ce2eb27
733320,239889,"Karlsvärd, Carl-Lennart",,K6421,C6456,,b0dac312da4a9f159ba2daefe00cf03d
304667,753282,"Johnson, Belma Michael",,J5251,B4524,J525,781c749a1cedc3135837cc02663a5a97
308303,763473,"Jones, L.Anthony",,J5245,L5352,J52,1d07fed00dd4acf4e2ac221e1ec7dba8
557965,2501867,"Santo-Tomás, Hildi",,S5352,H4325,,b8d9acadbdad3bdd6c549358d3b5bd6a
581083,4133036,"Shivdasani, Late Mrs. Veena S.",,S1325,L3562,,4ae1b7852b127e8e6908e08fccd3a4a4
315963,4100279,"Karatchevsky, Héléna",,K6321,H4526,,c403fdd3a938a26d5759391e92dae3c5
858074,1345159,Will,,W4,,,2b80f09163f60ce1774b438e605eb1f9
837511,1160950,"de Lima, Jaime Olías Pancorbo",,D4525,J5421,D45,7c94da51c6c94e09b63c94c6879658fe
427878,4113825,"Miles, Dave",,M4231,D1542,M42,e022f09a6928a82b76bdcaad6664f195
729809,211390,Carlinhos,,C6452,,,725bbf8bf1053aca961ddb6c588648b3
519211,1278255,"Ransmyr, Tomaz",,R5256,T5265,,770cbf85d9fac545ba220e8197241510
295203,729113,"Mitchell, Jabba",,M3242,J1532,M324,03a47a2165540ed95f191ffa5e254c8d
806336,4157949,Jaymee LAygo,,J542,,,a23d748211db5d33c30add932027c9ee
717878,110716,Sandy,,S53,,,f1b5a149b72512dffa7774d6a793b41b
799252,2185414,Jax,,J2,,,7f3db3f1f60d19be093302deeaa23ad6
682152,2670421,"Cheetah Girls, The",,C3264,T2326,,f67285ccd51aecae06bb4360720d815e
450304,1103746,"Medina, De",,M353,D535,M35,f9bf3b85431681951616db2f446e879c
213958,4087253,"Fulton, Daniel",,F4353,D5414,F435,d87e95bef27a5344d6b703eff457ed4c
432147,4114350,"Bhai, Abu",,B1,A1,B,f1090f18df559e084435ac8fc7da81c8
737890,281491,"Jr., Joseph Thomas Christopher",,J6213,J2135,J6,847a3613154c45de058cb8c49ede00a2
619892,3207463,"Semen, Branko",,S5165,B6525,S5,405d6ea86ced13db0d7ad12544743cc7
658643,2639124,"Villa, Mylie",,V454,M414,V4,d1a11f8185b53c85c2f952ef2c40b749
247321,2071963,"Guadagni, Nicki",,G3252,N2325,G325,7a50792e0c8ac0deb6dc80bc647858b6
1572,3228631,"Abramov, Avraam",,A1651,,,169c84718878c271dc8a549aef051f51
176187,1976450,"Duran, Ana Maria",,D656,A5636,D65,da8be24a189dc1f25599b4921f77d918
427591,4113802,"Mikulska, E.",,M242,E5242,,f5a7c5e1f19ddb654252dfc26132a6ef
266723,2098926,"Hebert, Ashley",,H1632,A2416,H163,46a2348fd935fdee6e9a3645d39c543d
678248,1672435,"White, Ricky",,W362,R23,W3,4fc16b6eed229edd41b2d1f3b0ece014
460343,1129011,"G., Peter A.",,G136,P362,G,318334de1823e7ea960802d1367fa428
778017,2084290,"Stick, Kathleen",,S3234,K3452,S32,960a6e53d18ca1959b5a6214d3a93206
783812,2110396,The Flamingo,,T1452,,,75644a95b26b15feb99e0c8bf3cab9cb
364850,4106375,"Leong, George Huey",,L5262,G6245,L52,8faec11f942e4a5a83ab1f3480a3dfd9
525086,3914446,"Reinecke, Willard M.",,R5246,W4635,R52,2c72b57ac2ef8270813d6805a7d2ffb7
147018,365700,"Dehoyos, Jason",,D25,J2532,D2,31e00e7bf1339b638b392367f6874571
561966,1385634,"Ret., Captain Danny Scalf U.S. Army",,R3213,C1353,R3,398ef0c0146a247984855e005ef9c2e0
808750,2888745,"Espinoza-Levy, David Alexander",,E2152,D1342,,12c9d73c0ce8a2978bbc48649267f6ef
509609,1255754,"Prowse, Dave",,P6231,D162,P62,b4c3a6b8a1e324267c83762d3b5f165c
161888,393060,"Diamond, Colonel Tom",,D5324,C4543,D53,2560feb95edbeeb5065fcbcec201b9d1
181523,442218,"Eisenman, Charles",,E2526,C6425,E25,f610979dcc5d075d9c635e8940135621
463851,2372874,"Nortia, Asse",,N632,A2563,N63,5d4fab10a1462a5ce956245a238563e6
217762,2033765,"Heavenly, Hellena",,H1545,H4515,H154,85a712b4ac2b1205d340634a60b7771d
4473,1745835,"Spluey, Jennifer",,S1425,J5162,S14,00cffb791c9f40d9efcdc83269a2c232
40243,3233535,"Bassani, Ranato",,B2565,R5312,B25,078eb8f302363366196f513a8c050488
99300,2752763,Laz'andre,,L2536,,,63ce72a49a759315f7aba91c756423d1
880972,1554131,"Simpkins, Oliver Thorndike",,S5125,O4163,,d2d7c4ed248cc94bdcbba695590dabcb
236536,577463,"Gonzales, Ruben",,G5242,R1525,,82c3e20a1f1460664fdaf40d16cb6e96
22814,60474,"Arons, Richard",,A6526,R2636,A652,44c8ef0636af561ada0176e1166c329d
732975,237412,"Pires, José Augusto Neves Cardoso",,P6235,J2351,P62,51f7fcfde4ae5910333b39b5cf68f981
40631,2722219,"Basu, Shri Ranjit",,B2652,S6523,B2,fbd08e032fc7145f98a6b1cb483aefbc
166654,1962967,"Doehring, María Helena",,D6525,M6453,D652,2c4a6d89ae4eef40a033f6e4f93437f5
831881,2355909,Miporin,,M165,,,e2a55d75e1ccfc1365bff76f32e224da
14744,40222,"Andersen, Gary M.",,A5362,G6536,,3daf7b6decb7b9717a94f0b443d9c7f5
216237,2031603,Tanxedoras,,T5236,,,dbf6ded24d7a767fbf2b84ef87c3ca8e
429452,2323212,Sarah,,S6,,,28e5481a80aa2bd18c8cf35d0495980a
527569,1297957,"Reyes, José",,R2,J262,,7968a93c0a2a732897582bb105775aa6
580090,2530702,"Schilling, Elana",,S2452,E4524,,a44944b5ed60920a11e88413c5f95de8
433170,2328488,"Miura, Yuka",,M62,Y256,M6,ff611a906069f2e3bcc10cf10004c50d
354706,2221106,"Latham, Rachel",,L3562,R2435,L35,7b4369d117a211efea71b3564bb7b50e
271966,3743553,"Herron, Sheruldon",,H6526,S6435,H65,0ed442f833c603e8333efbfce3448b32
136352,341321,"Salvaterra, Francesca D'Adda",,S4136,F6523,,7fd2a2ec0e2e6c63c450f9ead9f716f5
190061,2795294,"Eves, Lizzie",,E1242,L212,E12,4c51665bf1b43b5bdc0abca732075e7f
388623,4109119,"MacPhee, Bob",,M21,B1521,,fa70b557265163e96e92ae3dfb29370e
590349,1452964,"Sloman, Tony",,S4535,T5245,S45,eb2154d0db90d6364d1bd559d82c886b
171346,1969755,"Dream, Anastasia",,D6523,A5232,D65,10e7d8d61c358b181ef0e1bb524d6231
6145,4062643,"Aiken, Alex",,A2542,A425,A25,253a5e51ae4b1434d5ec9a9c8280212a
335364,831197,"Kollis, Marc",,K4256,M6242,K42,2ccd819bea16fb8b3179f9064d1d346a
608749,4136318,"Stokes, Christopher E",,S3262,C6231,S32,b23c6709c9e4554ff38ae548ea231a49
613647,1510482,"Sullivan, Todd",,S4153,T3241,S415,4d063ad71d7ac5ac1178d5ed37cc1f15
365812,3807361,"Goodwin, Lily",,G354,L4235,G35,01bec68590a886fc6677d87dac3f3cdb
838977,1175255,The Prince of Whales ('whale' is Australian slang for a high-stakes gambler),,T1652,,,dd14f7077dfc68df662c6405b8a76829
637114,3990500,"Torres, Joaquin",,T625,J2536,T62,5d1bf42ad43c0ed3f10b11d7d78c89c5
388426,951538,"Moy, Alain Mac",,M452,A4525,M,9b6f28faa8d19941d05abb02604cc779
256096,626972,"Hammell, Colin",,H5424,C454,H54,7a542b69338fff083bc28998d0308849
31882,4065520,"Bakiyaraj, P.",,B2621,P1262,B262,a43187bc9b119a9447ed39ad41821da3
483078,2399588,"Parish, Professor Amy",,P6216,P6126,P62,6365483fbd3115f7714aadf4caed7ca9
701873,1730266,"Zhirov, Andryusha",,Z6153,A5362,Z61,98d0b0107f3d0e4b6a9fc1594d9283ad
67221,4069790,"Boulin, Frederic",,B4516,F6362,B45,8f43ec3300e1102fd3dbe222666d8c19
602402,2560033,"Stanard, Trish",,S3563,T6235,,cf57d3bb6d4f497a33add213c7c5e5b7
575223,2524970,"Bahar, Nadirah",,B6536,N3616,B6,d6361c033d13c3bc47b2d9a3ef087f15
326596,3782057,"Kiessel, Angela F.",,K2452,A5241,K24,a7235542d0fa771f9460647650267e19
630562,2599031,"Quillan, Anita",,Q453,A5324,Q45,daa321e26de7e6bab566469eb0189548
580557,3951788,"Shine, Rick",,S562,R25,S5,f35cb8e2d3c193e9900b85fd6ef2af50
204573,4086136,"Bot, Martí Folch i",,B3563,M6314,B3,d296f521822853adf71f7edfa62944d4
716323,2720430,"Barnes, John Wadsworth",,B6525,J5326,B652,a38b65ed9bdef07e4b48bb5fe651ccea
780912,651531,Cap,,C1,,,88d53497f4a92958c67c73a9f2f52df3
874533,3970386,"Stineman, Vern Edward",,S3516,V6536,S35,b62f323f19ae6882039107b4bc12e54e
360359,887918,"Lee, Gary",,L26,G64,L,2e18e22991561b900a21d72a8c2e0379
811592,926302,"Lookinland, Michael Paul",,L2545,M2414,,d6d5c4a692e44f73ffee852d92e6801b
371168,2242868,"Andersen, Anne Birgitte Lind",,A5362,A5162,,e65c99914ad150e3d4274c34ca64646a
5715,15807,"Ahrens, Andrew",,A6525,A5365,A652,d209385bfea1b0af978c6d24dd9c174b
132507,331993,"Crowley, Bob",,C641,B1264,C64,db2de6e05ba53d904fffc477fee4d777
127263,3092923,"Cortés, Alberto",,C6324,A4163,C632,7f8758d0fee7410df025e9da6af469d6
744482,1923202,Me-Me,,M5,,,89b89ffc331e7920bfdd1e05c21fc642
37818,4066230,"Barr, Suzanne",,B625,S2516,B6,e54c33bc4ce8322be803e12a65d7add9
428322,2321741,"Millas, Beatriz",,M4213,B3625,M42,dea705ed87ef4d2a7066624cd6ef503d
789926,2139764,"Jackson, Maureen Reilette",,J2565,M6564,J25,8d8ffc82758c1a42d58d526a136eac79
622801,3208420,"Ming, Tang Kit",,M5235,T5235,M52,a012e702a8db8b749fd8e6de125b45b8
266089,653537,"Head, Jesse John",,H325,J253,H3,2a4126da0ea931a1cc3e3cac8ec2ea21
380521,2256976,"Lucas, Yvette",,L213,Y1342,L2,c090c1d1d6efc029e8284282194897b6
692939,2684187,"Yan, Chien-hui",,Y525,C5,Y5,c0a1e632dbc4c014e286445443473582
561297,4130544,Ryochimo,,R25,,,3d38c94b8515fcdf87a4e71778f38636
590755,1454053,"Smathers, Senator George A.",,S5362,,,d97456c31363fdddf0e7108ec583757a
467524,2377916,"O'Hara, Margaret",,O6562,M6263,O6,e5b93c0ebae5545267bafbb32de5f45d
815040,955008,"Magee, Ruchell Cinque",,M2624,R2425,M2,3ae263643ef431a31d737f72ea0a793b
503968,1241260,"Pan, Jianjun",,P5252,J5251,P5,179fc9ff6fbc338b2aeda17e66a953bd
706903,13946,"Rojas, Paul Nicolás Aguilar",,R2145,P4524,R2,53f109a8269abb1cb1f00a073a58930c
813057,939124,"Lundqvist, Anton Bengtsson",,L5321,A5351,,4162c901ffed8657a2080b2f2d11f922
30372,3584108,"Bahar, Dr. Ardiansyah",,B6363,D6352,B6,8f8b0891168434f6ee33d8b7cbf5b850
27999,74374,"Azar, David",,A2631,D1326,A26,9745ccada4c5e9a1bb26ff46414dc1bc
505034,2959315,"Porzak, Lara C.",,P6246,L6216,P62,f24e484557e0cb4fef6a969926da77dd
432765,1059660,"Mitchell, William C.",,M3245,W4525,M324,e1caf9bb60b356be05c974163bdc6f5a
453018,4117045,"Napiza, Lowie",,N124,L512,N12,10fea13d8145fbda58a5acb80baed37c
512349,4124644,"Perez, Luis",,P6242,L2162,P62,785be15bfd60d3a0990e87dff92f8101
247182,4091499,"Grosz, Mrs. Gyula",,G6256,M6242,G62,f297d002300a6fe06fa80f4065344872
614388,1511872,"Zuyang, Sun",,Z525,S5252,Z52,6d30c9d5e686e36a83203e7c430a6504
86725,222806,"Cafarell, José Mª",,C1642,J2521,C164,1bed241931c8c18428d014e8c09e32e9
766311,2028709,"Gallo, Melissa",,G4542,M424,G4,45b58d95b1394001b3f7caf4891023e7
251726,615143,"Gómez-Escolar, Luis",,G5246,L2524,,dddc496c6057040b412790ef76922191
93686,240890,"Carney, Michael",,C6524,M2426,C65,8514d90dfa6492876dc15f89d84795f6
770190,2047864,"Kauffman-Hogan, Dolores Yvonne",,K1525,D4621,,c0144148618a310b549fb3e1a9fd3a0d
16124,3574988,"Andou, Takasuke",,A532,T253,A53,2d39e63309e5b708fbc331a2e9c491b5
308934,2157919,"Jordan, Jan",,J6352,J5263,J635,0577d875d4911032080c004ec33c43a8
358674,2226256,"Leardini, Christina M.",,L6352,C6235,L635,8c779e6d75170bfb0b6ae94d7ddb1e56
419071,2308181,"McVickar, Sara",,M2126,S6521,,f8e2c1b65daff082edaa09f37ef1e393
810799,3813122,Patty,,P3,,,1549b4a0822af07d019c6dbb9d214d2f
489094,2407440,"Pearson, Gee Gee",,P6252,G2162,P625,7380ebaa598ec6e7b4ab4764ee6c60b3
107789,3635976,"Chernyshyov, A.",,C6521,A2652,,429c7c94558b62f059533499b63b6baa
580211,4132892,"Schimara, Edward C.",,S2563,E3632,S256,bf2c428d501dbf7b96673bebc69c1d8c
574202,4132181,"Seyrid, Olivier",,S6341,O4162,S63,674d228d326a11248ce5f68c0c4302b3
776747,616174,King of the Congas,,K5213,,,db6b53ac865e655ae5e34dbf88b492d6
277305,682785,"Hönig, Johannes",,H5252,J5252,H52,0acb62c4e098badc2987b469d87b1008
326698,3424778,"Kiknadze, Ija",,K2532,I2532,,c925b6da4a9c63d395f2d0448f693843
31734,2717900,"Baker, Sarah",,B2626,S6126,B26,2c51ee12833e6bf84068a0591c562111
352436,2217833,"Lang, Beverly",,L5216,B1645,L52,cd7da871664978f5dd2f2d4a946397fc
277614,683573,"Hoffman, Maxwell",,H1524,M2415,H15,fff6a3f23c5d1de848e69e8c1e42de2a
527756,4126483,"Reynolds, Carlton",,R5432,C6435,,f70c1012c66302a4cc2393ba8f12fb25
18620,49599,"Antipas, Nicholas",,A5312,N2425,,fb02a515bf995d840baad262b8d734f7
479879,4120401,"J.Palimaka, Chris",,J1452,C6214,,69aec3bacf77a2e8b7964c4bf78d78d1
88217,4072343,"Calamino, Joe",,C452,J245,C45,8805ad5d491f1afc0779f60b1938534e
606189,2565515,"Sterling, Nikki",,S3645,N2364,,647528a9ab27fa146fd68cf5b7335283
474588,1165654,"Cars, The",,C623,T262,C62,60097b72f5a8e78d1ef20b60eb5ee958
659180,1625696,"Villegas, Carey G.",,V4262,C6214,V42,32f4aa3a86f1681c26664b05e6e2f065
88849,3414632,"Cameron, Jeannie",,C5652,J5256,C565,1b120567f0455062d3d304e825396503
425613,4113607,"Weidong, Miao",,W3525,M352,W352,4e88efda5b5ef75ae5284c1581d3c570
470311,3877872,"Hayashi, Yukio",,H2,Y2,,306d0e6347f54aac79c1eab1b959417b
704868,1738021,"Coistealbha, Seán Ó",,C2341,S5234,,1f583685f4fc5a73b4bdf577a5ca9a91
759522,1997376,La Lechuguita,,L423,,,548e47d40202c04e2d9ddfbf7a15f37c
340796,844503,"Krish, Todd Freight",,K6231,T3162,K62,5562603c4cc9c05b96bad5a3ad42bdab
437877,2335685,"de Chevalier, Scarlet Moon",,D2146,S2643,,0bfe03169672ccc85222de3dc3cff012
453404,2357251,"Kaur, Jaspinder",,K6215,J2153,K6,50a8d9523f50ea317139b5f021d8dd8f
488992,2950769,"Pearl, Steve",,P6423,S3164,P64,72d4075b1f190d0a1748ec7004126840
580862,1430025,Siraz,,S62,,,4661236792bf79ab9641c531193547ee
890395,1643850,"Wallace, Myron Leon",,W4256,M6545,W42,8bbd7f9d11e830f7f77e1ef3d378d4a0
206323,2017807,"Forest, Mabel",,F6235,M1416,F623,5a7be4f53b181a3a1c4ed9acbe9174f8
811132,922650,"Meyer, Daniel Logan",,M6354,D5425,M6,b5640f7342bc2df021cfdf00c124ce2c
806902,3803796,Drew,,D6,,,4744ccf98ed9fcec2a3224ebb13333ed
846444,2430174,"Posener, Nicola",,P2565,N2412,P256,f589bd3ddb656f0ccc98983dd6952915
742777,322098,"Cousins, Benjamin Luke",,C2521,B5254,C252,3674eb0aee0b1909953ccd33a4780a6c
51119,2727919,"Orgel, Claude",,O6242,C4362,O624,511994edad6e3e1b9abe843a3e5c667d
627048,4138463,"10, Chucky",,C2,,,5c555b4b68caae8a085b7aff733c26dc
570682,2518999,"Devic, Djurdjica",,D1232,D2632,D12,bfba17203e37aa42db0e4dc3c8dbab6b
744110,2769302,"Crump, Thomas Damon",,C6513,T5235,C651,5b250878ff99621f64c28530511941cc
679306,4019094,"Sims, Michelle Wickland",,S5252,M2424,S52,b47030dd80503d7b9bbd31642d6f659e
461816,1132709,Nisar,,N26,,,277beafa13bc8033b70745bcedbd21f3
330476,3784798,"Krishna, Madhab",,K6253,M3126,K625,d7079aa539952cf607d88a6fffe668bb
797185,2176234,"Moore, Pamela",,M6154,P5456,M6,92d57c85072e56d51521b78f0b67db1f
60870,2732862,"Blanco, Joaquin",,B4525,J2514,B452,ceefa631539a0fda09f536edcb92845d
780283,645978,Emmy,,E5,,,d9afa6dadeb4a070df48ee86d9b6e19a
197993,483148,"Ferrer, Jose",,F62,J216,F6,a0a5d1fd07910178dddc4cf1cdcf0846
655962,2634815,Carmen,,C65,,,7641b5b1c7276c07e11f9cb5b74ddfc9
539219,1329365,"Roldan, Cesar",,R4352,C2643,R435,4138568f6836f3c97e2186d93eac3d00
427113,2320087,"Mihailova, Milena",,M4154,M4541,M41,81d2a548001c6a806622d9484673d3fb
297778,735560,"Jallorina Jr., EJ",,J4652,E2465,,ef8cea65832b81974414f8dd06576e59
422406,4113245,"Mendoza, Daniel",,M5323,D5453,M532,7ca4eec43e71927bd53b97916c48be32
23626,3069666,Fantasio,,F532,,,cd65686aa2fcbccf3094d70b54631536
206909,505321,"Maiandros, Kostas",,M5362,K2325,,7293a9f8ebe889c0b8b1784e86181b23
360157,4105690,"credits, Lee Dae Woo in English",,C6324,L3524,C632,c2ecd7674e3c16fc5bc11523894bd4b1
542027,2479609,"Rosen, Lieselotte",,R2542,L2436,R25,bf0d76bfacd55103470e26d1ee2e6940
501284,3543571,"Plenys, Joseph",,P4521,J2145,P452,ffeff282b80c82b7b028097b88ed9497
705,2160,"Abbott, Steven",,A1323,S3151,A13,02b21b022bd125e8d326eadfd418d00d
616182,3975959,"Saim, Glen",,S5245,G4525,S5,22715940539684095c4873ed6546ef43
29116,76849,"Bacalov, Luis Enriquez",,B2414,L2562,B241,0fea62c5654c34dad482217310ab8e80
640190,1577117,"Troesh, Jim",,T625,J5362,T62,9f941f42c85b5c5715aae01d379cb96c
232603,2052692,"Gnädig, Nina",,G5325,N5253,G532,6cb75f0f80dcd3348c5064882d7ec98e
559914,4130364,"Sather, Jay E.",,S362,J236,S36,369f1a1f460d16ad43572cbbce233689
27998,1781568,"Azer, Debra",,A2631,D1626,A26,042e1be2d4c9583817a690cce11e9c97
505844,1246477,"Pouzenc, P.",,P2521,P1252,P252,3cb7162b7b8d0f598ad4869172a37f9b
60527,1825208,"Small, Oriana",,S5465,O6525,S54,00e6976e7f9e3d86626f49b3fb6f0243
898640,1710359,"Vanderwky, Richard",,V5362,R2631,,8cc7c202228da3659ae6e294df2a6ecb
383194,3469211,"Lynch, Jeff",,L521,J1452,L52,507f1873d612de711c5dc9a6c7951667
699515,3409726,"James, Mark",,J5256,M6252,J52,81fe441a1b372c85494f458bfe33b856
801074,831643,"Kolár, Jan Stanislav",,K4625,J5235,K46,536be529d999f82ad5473df34c439be5
223869,546756,"Gadzik, Brian",,G3216,B6523,G32,1e3c13eb0781a1489d834f1ff7823674
430310,1053310,"Milojevic, Bata",,M4212,B3542,,1bef53b27176db1f9b964aa035fb9cfe
710835,1766087,"Reid, Caroline",,R3264,C6456,R3,2983e3d48b34c52b5d334a0ab3d18d2f
167014,4081679,"Dolan, James 'Peaches'",,D4525,J5212,D45,02360a5316666e1df20f667b90febc49
33839,3586616,"Banaag, Nhoel",,B5254,N4152,B52,b69c9bf47a550b02a35023a47be7a7ff
486032,2949276,"Patch, Daniel Ryan",,P3235,D5465,P32,5d36fddc09ae1ee6a76f264956cd4d52
144612,1937301,Da,,D,,,d95ce74bede69ad53327703b0afd9d93
497055,1222802,"Phillips Jr., Michael Lee",,P4126,M2414,,4a1e738bdd461a27a9a9c65b4342d040
337249,4102954,"Korovkina, Elena",,K6125,E4526,,be0f62c5e51dec1db3cf828e6491b727
372661,2891714,"Lipsius, Dhani",,L1235,D5412,L12,3e27d67cb408b78e6a41daf588410104
140452,351222,"Danner, MC",,D5652,M2356,D56,2cce6e0f68c4c94401b3d09fc9624ef9
371157,912131,"Lincoln, H.",,L5245,H4524,,28ea7bd36700e056f6ea1c9952ae4a17
218073,4087771,"Gambiello, Dennis",,G5143,D5251,G514,ef2f9da52baf2e7000778b7352f1851e
845954,3180466,Jove,,J1,,,cfb2560020bab926b966bb126a1ab683
450537,4116701,"Möginger, Sonia",,M2526,S5252,,31a64e2fc7daa67198956c5964bd71a6
125377,1910947,"Copeland, Diane",,C1453,D5214,,fb8fa1a344ac68069175d2879f3a9269
278846,686638,"Holland, Tom Lee",,H4535,T5453,H453,1cf520ef48a3435a91d8045ab09601dc
541848,2479405,"Mai, Rose",,M62,R25,M,28688ec4d294d3a4e2f201e83e73a3ca
281533,2119960,"Horn, Sam",,H6525,S565,H65,c182756db4166b83abb99d7b813636cf
