116314,phc-the-drug,P2362
109866,tree-creature,T6263
13899,high-stakes,H232
13207,bluebird,B4163
132120,blade-in-the-head,B4353
47753,tax-code,T23
20644,bonnie-and-clyde,B5324
111728,throwing-a-piece-of-cement-at-someone,T6521
112972,valahia-romania,V465
109503,industrial-chemistry,I5323
62620,deutsche-demokratische-republik,D3235
99341,repo-business,R1252
10390,septugenarian,S1325
6366,social-commentary,S2425
41709,missile-guidance-system,M2423
90666,army-surgeon,A6526
93252,ossuary,O26
105620,french-cinemateque,F6525
58937,delusion-of-invisibility,D4251
103775,hotel-ambassador-prague,H3451
59174,genetic-abnormality,G5321
60595,movie-preview,M161
115901,aphallia,A14
77706,motor-bike-acrobat,M3612
134101,icelandic-flag,I2453
10275,reference-to-jack-lemmon,R1652
48443,unloaded-gun,U5432
45411,gorilla-suits,G6423
133614,parchments,P6253
45486,idol-singer,I3425
11967,entertainer,E5363
76993,film-journalist,F4526
133339,gay-chat-room,G2365
34031,god-complex,G3251
37447,warehouse-fire,W6216
124025,nikola-tesla-quotation,N2432
6959,war-hero,W6
89073,sex-in-a-toilet-stall,S2534
85996,archduke-franz-ferdinand,A6232
5351,health-inspector,H4352
116797,pig-with-apple-in-mouth,P2314
124896,spokane-indian-reseervation,S1253
18875,high-school-graduate,H2426
73798,fictional-tv-interview-show,F2354
85261,industrial-painter,I5323
121478,bernard-marie-koltès,B6563
87320,posing-as-king,P2525
88984,ship's-brig,S1216
81055,encopa,E521
58014,140-mile-per-hour-wind,M4165
68643,weapons-factory,W1521
121577,gallows-wood,G423
15470,set-up,S31
133629,sent-away-to-have-baby,S531
25242,locked-in-syndrome,L2352
101882,hand-on-someone's-knee,H5352
45776,armored-truck-robbery,A6563
41841,reference-to-d.w.-griffith,R1652
114148,pushed-out-of-a-car,P2312
100655,love-after-marriage,L1365
29828,reference-to-john-coltrane,R1652
41866,hot-rod,H363
3769,human-skeleton,H5243
123903,colorado-state-university,C4632
13757,son-dislikes-mother's-boyfriend,S5324
93353,sustainable-architecture,S2351
114079,phoneticist,P5323
86739,thin-walls,T542
1113,boarding-school,B6352
133018,piano-roll,P564
119333,almond-tree,A4536
96162,washing-carabao,W2526
4441,cheese,C2
17602,knock-on-door,K5253
103795,thrown-into-fire,T6531
111776,electrical-music,E4236
9939,saddlebags,S3412
121757,smiles,S542
89116,reference-to-hope-lange,R1652
67260,reference-to-romeo,R1652
65757,father-daughter-dating-same-woman,F3632
15414,fake-gun,F25
18661,empty-casket,E5132
51461,u-2-spy-plane,U2145
34974,saffron,S165
87703,yellow-tulip,Y4341
96516,cooking-hearth,C2526
85554,shoe-factory,S1236
49210,gift-recipient-confusion,G1362
120586,san-marino-grand-prix,S5652
35884,florenz-ziegfeld,F4652
106843,blabber-mouth,B4165
123276,disappearance-of-one's-sister,D2165
129849,gay-prisoner,G1625
10277,writing-letter,W6352
17929,year-1942,Y6
89908,dying-on-a-subway,D5252
7749,reference-to-little-red-riding-hood,R1652
28202,tv-executive,T1231
75798,white-rhino,W365
12979,broadway-musical,B6352
110788,commuter-airline,C5364
90080,reference-to-bill-russell-the-basketball-player,R1652
122944,starting-a-new-life-from-scratch,S3635
17911,dd-378-uss-smith-destroyer,D3253
60113,world-saviour,W6432
55150,tasman-peninsula,T2515
96512,hermic,H652
126017,huaac,H2
121890,feet-wrapped-in-gunnysack,F3613
66449,female-commune,F5425
60194,flag-at-half-mast,F4234
7409,arm-wrestling,A6562
101437,trees-for-israel,T6216
13979,irish-mob,I6251
95045,spitting-up-water,S1352
5027,speaking-latin,S1252
85098,flamingo-lamp,F4524
64871,community-gossip,C5321
122327,nuclear-theft,N2463
29991,vindictiveness,V5323
51051,thrown-into-street,T6532
6128,gardner,G6356
41696,singing-harmony,S5252
8127,door-to-door-salesman,D6362
39219,reference-to-gary-larson,R1652
49704,sex-bomb,S2151
503,canadian,C535
92301,unethical-experiment,U5324
123053,reference-to-ton-nakajima,R1652
25986,muscle-spasm,M2421
116640,oligarch,O4262
112240,highland,H2453
121027,m24-chaffee-tank,M2135
12987,woman-played-by-man,W5143
39385,reference-to-burt-bacharach,R1652
88214,daughter-searching-for-missing-mother,D2362
65939,in-the-cards,I5326
17783,laboratory-technician,L1636
76381,fear-of-sex,F612
122868,bloomsburg-pennsylvania,B4521
57344,trainspotting,T6521
54257,disciplinary-committee,D2145
121573,poisoned-beer,P2531
794,australian-shepherd,A2364
126517,vigorsol-mystery,V2624
110404,concert-program,C5263
108105,children's-department,C4365
450,boys'-choir,B26
20354,police-procedure,P4216
106256,bass-the-musical-instrument,B2352
80753,procopio-bonifacio,P6215
126292,spider-costume,S1362
114053,reference-to-beautiful-dreamer-the-song,R1652
56258,iron-chest,I6523
117506,gender-politics,G5361
128708,reference-to-rachel-leigh-cook,R1652
121867,pharmacologist,P6524
72643,following,F452
79241,harvard-sailing-team,H6163
106250,flesh-eating-bird,F4235
56489,racial-offense,R2415
56157,pump-organ,P5162
119364,missing-part,M2521
49141,time-and-motion,T5353
43672,right-to-privacy,R2316
3504,backpack,B212
55954,nancy-france,N5216
101066,old-lyme-connecticut,O4345
16662,reference-to-genseric,R1652
133636,nepalese,N142
43882,siena-italy,S534
30725,curfew,C61
27478,black-football-player,B4213
19715,reference-to-pink-floyd,R1652
2598,broadway,B63
122164,sorolla,S64
108848,reference-to-maso-di-banco,R1652
1593,senator,S536
56696,pavillion,P145
17210,thrown-to-the-floor,T6531
73523,casualty-notification,C2435
46344,casino-cruise,C2526
44742,cavegirl,C1264
32255,abandoned-church,A1535
85400,gypsy-village,G1214
80913,aeronautical-engineering,A6532
104431,black-liberation-army,B4241
67527,grand-unification-theory,G6535
31484,stealing-a-bicycle,S3452
102116,tv-production-company,T1632
4586,girls'-boarding-school,G6421
65423,fake-friends,F2165
99684,political-cinema,P4324
13392,aboriginal-spirituality,A1625
20826,clandestine,C4532
23842,hidden-gun,H3525
4568,queen-elizabeth-i,Q5421
131168,reference-to-pasadena-california,R1652
231,friendship,F6532
133153,friends-dating-the-same-girl,F6532
4420,white-paint,W3153
60352,sex-with-a-teacher,S2326
2525,scurlock,S2642
2134,magazine,M25
17966,japanese-aircraft-carrier-taiho,J1526
83360,reference-to-steve-ditko,R1652
17670,power-failure,P6146
106060,tollywood,T43
97356,reference-to-jackie-collins,R1652
77865,battle-of-chickamauga,B3412
104094,salò,S4
60276,ground-crew,G6532
119415,wu-tang-clan,W3524
107293,flower-arranging,F4652
131139,purple-cadillac,P6142
117074,megaplex,M2142
75342,vegetable-market,V2314
60196,shuri-line,S645
20335,sexual-attraction,S2436
28280,book-publisher,B2142
101678,fork-in-butt,F6251
75755,evasive-action,E1212
27456,bad-breath,B3163
105475,mystical-horse,M2324
57906,sexual-experiment,S2421
100815,hard-regime,H6362
115619,damaged-tool,D5234
126890,daytona-florida,D3514
106225,attempted-suffocation-with-plastic-bag,A3513
9058,door-bell,D614
31490,crabbing,C6152
23334,reference-to-the-prodigal-son,R1652
83789,soporific,S1612
53725,chemical-explosion,C5242
11724,eating-a-banana,E3521
46175,bass-fiddle,B2134
2050,shot-in-the-shoulder,S3532
70915,native-american-folktale,N3156
98178,reference-to-fredric-march,R1652
70445,tormented-spirit,T6532
130097,reference-to-ross-alexander,R1652
24322,off-screen-death,O1265
45507,homecoming-king-and-queen,H5252
118710,rebild,R143
95026,eska,E2
128644,uranus-the-roman-god,U6523
6765,fountain,F535
23633,courtesy-telephone,C6323
73368,whiteface,W312
67577,the-planetary-society,T1453
103620,remake-of-hitchcock-film,R5213
124413,federal-aviation-agency,F3641
66033,sexual-euphamism,S2415
11209,reference-to-henry-kissinger,R1652
62672,paternity-dispute,P3653
42449,als,A42
110286,intergalacial-cavern,I5362
81971,pro-celeb,P6241
18830,zebra-fish,Z1612
96535,writing-on-fogged-window,W6352
11620,witch-costume,W3235
104393,reading-a-play-aloud,R3521
130469,robot-factory,R1312
104442,department-store-clerk,D1635
75982,narcissistic-seductress,N6232
120830,breast-feeding-pony,B6231
11459,regenerated-limb,R2563
126775,train-wheel,T654
129466,deformed-leg-and-arm,D1653
63890,penal-transportation,P5436
21115,earmuffs,E6512
93743,hajji,H2
56979,car-crash-test,C6262
70667,winter-break,W5361
101158,construction-of-conflict,C5236
3351,high-school-newspaper,H2452
126055,packing-case,P252
45654,extravagant-gift,E2361
34085,korthals-griffon,K6342
110514,diving-off-a-cliff,D1521
95704,free-wolf,F641
10257,pregnant-policewoman,P6253
113477,2025,
117827,dunkirk-spirit,D5262
112585,sergeant-york,S6253
130688,lost-gun,L2325
117525,heffalump,H1451
7836,gold-mine,G435
127942,junior-jewel,J5624
12508,ancient-map,A5253
99377,16-bit-game,B325
112406,baugnon,B25
7618,mysticism,M2325
127304,soap-business,S1252
39809,fake-birth-certificate,F2163
115245,united-for-peace-and-justice,U5316
69698,volunteer-nurse,V4536
34062,private-practice,P6131
82529,driving-across-the-country,D6152
86695,hedge-trimmer,H3236
8145,voice-over-inner-thoughts,V2165
10499,wardrobe-malfunction,W6361
46203,beating-a-dog,B3523
50223,turned-into-a-boat,T6535
31302,sing-along,S5245
70200,visitor-log,V2364
4511,nightclub-owner,N2324
52396,trope,T61
23562,front-porch,F6531
39887,reconstructed-newsreel,R2523
105766,ex-g.i.,E2
131817,steptococcus,S3132
13362,reference-to-shirley-maclaine,R1652
115167,twisted-oak,T232
107658,mike-douglas,M2324
61044,gigantic-monster,G2532
37976,glove-box,G412
95744,giving-bath,G1521
37960,airport-lounge,A6163
87570,spacecraft-officer,S1261
10035,heist,H23
109045,florescent-ceiling-light,F4625
109993,sandsquatch,S5323
31894,tranquility,T6524
53095,reference-to-jerry-reed,R1652
15158,aboriginal-australian,A1625
21731,pregnant-woman-nude,P6253
9046,pressure-from-son,P6261
25199,pool-boy,P41
42249,slob,S41
13183,barking,B6252
96678,yellow-snow,Y425
75517,man-as-island,M5245
38586,brain-spawn,B6521
25825,watermelon,W3654
76705,kobe-japan,K1215
34366,camping-equipment,C5152
133779,french-fleet,F6521
74643,st.-paul's-cathedral,S3142
80690,heats,H32
133190,strip-clothing,S3612
99786,turning-hands-of-clock,T6525
22865,summer-holiday,S5643
16693,power-play,P614
75890,rhyming-verse,R5216
5628,weather-forecaster,W3616
91009,southern-comfort-whiskey,S3652
73849,sex-instruction,S2523
72040,ration,R35
57541,reapportionment,R1635
50100,roman-senator,R5253
90633,coyula,C4
111195,whale-costume,W4235
128815,troop-inspection,T6152
113400,st-lazare-france,S3426
32859,alien-as-woman,A4525
132312,reference-to-alexander-scriabin,R1652
65722,time-in-mental-institution,T5345
84392,toe-shoes,T2
118390,czarist,C2623
1884,reporter,R1636
67555,barycenter,B6253
126464,kidnapping-the-president,K3515
113086,datamine,D35
112030,shark-oil,S624
84249,christmas-cookies,C6235
102861,racial-harmony,R2465
79697,armenian-canadian,A6525
132434,cobra-clutch,C1624
45681,german-film-history,G6514
19230,fettucini,F325
69831,market-stall,M6232
117219,heart-shaped-charm,H6321
15462,puncturing-condom,P5236
97763,the-factory-manhattan-new-york-city,T1236
23288,ends-with-a-fight,E5323
10604,drinking-bleach,D6525
3174,arranged-dating,A6523
86765,chewbacca-mask,C1252
49175,jewel-cutter,J4236
49942,picture-in-newspaper,P2365
75306,ford-motor-company,F6353
11631,reference-to-quentin-tarantino,R1652
22421,canadian-mountie,C5353
27009,helium-voice,H4512
64139,bashful-guy,B2142
5459,malaysia,M42
63488,train-engineer's-hat,T6525
37084,puritanical,P6352
77281,money-collector,M5242
113136,blinded-with-hot-spices,B4532
84983,sex-in-a-taxi,S2532
40406,cotton,C35
97295,reference-to-king-cyrus,R1652
112049,press-book,P6212
66775,warbird,W6163
125439,burning-altar,B6524
93038,rover,R16
81583,disengagement,D2525
18662,hay-wagon,H25
16997,jockey,J2
61944,santa-ana,S535
104433,handmade-greeting-card,H5353
117277,full-suit-diving,F4231
52171,lupins,L152
77440,fighting-to-answer-telephone,F2352
104216,fish-taco,F232
75754,san-juan-hill,S5254
108754,cash-in-hand,C253
48789,pauper,P16
29376,hydroelectric-power,H3642
128515,british-army-nurse,B6326
69382,christmas-letter,C6235
128604,seahorse-trinket,S6236
3935,uncle,U524
94308,fasching,F252
14910,lost-technology,L2325
43566,napoli,N14
48588,may-september-romance,M2135
79930,vector,V236
80433,tattooist,T323
22781,medical-records,M3246
47263,water-buffalo,W3614
69131,identical-twin-sisters,I3532
53424,reference-to-anne-murray,R1652
27603,moses,M2
27651,fishnet-stockings,F2532
11165,barn-owl,B654
50946,hit-by-a-subway,H3121
112360,premeditation,P6535
9999,chechnya,C25
5223,urinal,U654
15956,jammer-logging,J5642
16240,teenage-hero,T526
98784,sex-in-laboratory,S2541
83114,benedict,B5323
74434,civil-resistance,C1462
21117,movie-popcorn,M1265
14482,sandman,S535
77764,mercury-the-car,M6263
51180,journey-home,J65
922,arrow-in-eye,A65
9857,scam,S25
62308,man-vs-beast,M5121
97831,brownie-the-creature,B6532
61052,muhammad,M53
102676,crimped-hair,C6513
19798,purple-panties,P6141
59986,pro-sex,P62
91592,hostile-environment,H2345
124534,fifth-angel,F1352
51418,just-desserts,J2326
80368,beaten-to-death-with-a-hammer,B3535
52111,reference-to-mark-zuckerberg,R1652
7429,corn,C65
91377,strong-older-woman,S3652
52023,reference-to-orville-wright,R1652
3355,school-play,S2414
54357,fossil-lucy,F242
105418,urinating-on-one's-leg,U6535
91425,carving-a-statue,C6152
46501,diluted-medicine,D4353
130907,deep-fried-alive,D1634
47958,pay-scale,P24
17808,genetics,G532
21762,reference-to-jack-dempsey,R1652
21096,house-cleaner,H2456
100454,sugar-tycoon,S2632
73292,kombucha,K512
124814,men-only-magazine,M5452
23220,long-walk,L5242
71302,third-person-narrator,T6316
17835,iceman,I25
66984,long-fingernails,L5215
44418,nailing-shoes-to-the-floor,N4523
88841,slammer,S456
34666,willing-woman,W4525
132692,aurora-illinois,A6452
89713,towers,T62
39907,vampire-bite,V5161
68435,giving-birth-to-non-human-baby,G1521
56007,highland-games,H2453
62319,avant-garde-theatre,A1532
112612,drink-ketchup,D6523
48069,foreign-operations-administration,F6251
122917,bum-rap,B561
87169,aspiring-opera-singer,A2165
4504,year-1972,Y6
107491,british-special-air-service,B6321
15827,court-jester,C6323
132617,premature-explosion,P6536
127788,military-civilian-employee,M4362
83787,suicide-of-son,S2312
28819,kitsch,K32
97010,shibaten,S135
23815,man-wearing-tidy-whites,M5652
15839,death-camp,D3251
124741,boob-weekly-series,B1242
110150,drüss-fable,D6214
64340,reference-to-budd-schulberg,R1652
119613,drilling-for-gas,D6452
50521,charlie-rivel,C6461
42794,manufacturing-process,M5123
131502,hindu-fundamentalism,H5315
101450,women's-football,W5213
47111,bengazi,B52
7889,publishing,P1425
85170,television-in-movie,T4125
112138,burning-female-genitalia,B6521
78810,father-away-from-home,F3616
102178,assisting-the-elderly,A2352
72577,underground-rock,U5362
21567,gang-bang,G5215
119688,bond-issue,B532
84215,jumping-off-a-bridge-onto-a-moving-train,J5152
102153,dubuque-iowa,D12
43268,cobalt-60,C143
101720,south-padre-island,S3136
41611,building-diagram,B4352
68680,silver-ghost,S4162
42971,marianas-trench,M6523
5496,rings-of-uranus,R5216
41341,fanatic,F532
17776,chemical-lab,C5241
6286,dying-repeatedly,D5261
4955,aviator,A136
130282,signing-a-treaty,S2523
8807,spain,S15
95025,doki,D2
85101,skyline-at-night,S2453
95918,sympathy-sex,S5132
22418,human-trafficking,H5361
6630,cruise-liner,C6245
4973,burglar,B6246
1919,rescue-team,R235
78259,departing-train,D1635
31791,astronaut-training,A2365
52140,reference-to-encyclopedia-brown,R1652
31507,sandbar,S5316
25782,green-jeans,G6525
52161,dingo,D52
59877,technicalor-dream-coat,T2524
18539,female-soldier,F5424
2005,sonora-mexico,S5652
75104,last-train-to-memphis,L2365
36081,1911-colt-pistol,C4312
49574,building-a-bed,B4352
16527,based-on-legend,B2354
113296,jumping-from-a-canoe,J5152
87336,asian-american-psychology,A2562
48309,cheyenne-mountain,C535
58232,hand-on-knee,H5352
96958,falling-from-a-hot-air-balloon,F4521
116254,reference-to-greece,R1652
110060,jacques-cartier-bridge-montreal,J2636
67676,adhara-the-star,A3632
74202,sex-with-boss,S2312
84668,killed-by-cop,K4312
133027,animal-rental,A5465
107318,croft,C613
65781,show-choir,S26
15110,male-in-a-shower,M4526
26281,weekend-in-the-country,W2535
89005,tied-to-a-rocket,T3623
61301,mosquito-net,M2353
40272,dandruff,D5361
18782,beauty-therapist,B3612
16656,reference-to-emperor-honorius,R1652
66297,reference-to-frank-ocean,R1652
42928,verrazano-narrows-bridge,V6256
132495,horse-assisted-therapy,H6236
64957,man-hungry,M526
132982,female-deputy-marshal,F5431
93879,iraq-invasion,I6251
14782,zip-line,Z145
13891,reference-to-fidel-castro,R1652
112302,mother's-birthday,M3621
52536,state-court,S3263
1769,tragic-hero,T626
43623,missing-witness,M2523
22456,white-man-living-with-indians,W3541
5934,fuel-leak,F42
87878,man-on-moon,M5
97534,medical-corporation,M3242
61945,ska-band,S2153
60784,baby-bed,B13
128124,necktie-caught,N2323
13107,obscurity,O1263
74499,camp-director,C5136
118081,free-association-(psychotherapy),F6235
93342,seeker,S26
9906,high-powered-gun,H2163
38645,shoot-and-scoot,S3532
103644,reading-pornography,R3521
42379,radiography,R3261
2510,kidnapped-child,K3513
120289,fencing-in-a-theatre-audtorium,F5252
73506,married-as-teenager,M6323
50880,reference-to-baroness-orczy,R1652
17345,threaten-to-drop-from-a-height,T6353
35328,demands,D532
4603,international,I5365
63512,tongue-depressor,T5231
90916,walking-on-a-railing,W4252
84794,space-vampire,S1215
28599,man-pantsed,M5153
74854,ripple-effect,R1412
123164,climbing-a-railroad-trestle,C4515
102473,bomb-disguised-as-feces,B5132
94520,radio-journalist,R3265
72060,inter-racial,I5362
14204,gorilla-suit,G6423
55943,swimming-across-a-river,S5262
10332,actor-shares-last-name-with-character,A2362
1541,classic-song,C4252
118900,whispering-in-huddle,W2165
109322,punching-through-a-car-window,P5252
43161,killing-giant-monster,K4525
94938,sweeping-under-a-rug,S1525
49250,dirty-nappies,D6351
58333,teddy,T3
98989,spades,S132
43600,meteor-threatens-earth,M3636
103949,gay-pornography-filmmaking,G1652
8690,exploding-building,E2143
55343,cliffs,C412
40187,courtesy,C632
100382,vacant-mansion,V2535
27727,conkers,C5262
89654,spider-goat,S1362
111408,photosensitive,P3252
107951,anthropomorphic-clothes,A5361
102738,based-on-the-works-of-edgar-allan-poe,B2353
102928,diver's-watch,D1623
70379,motorized-scooter,M3623
95203,riding-inside-a-pipe,R3525
26209,kidnapped-woman,K3513
129532,tv-preacher,T1626
62568,synthetic-heroin,S5326
107280,koshipata-peru,K2131
75791,library-music-score,L1652
17723,smoking-a-pipe,S5252
116462,reference-to-ben-and-jerry's,R1652
27145,evangelical-christianity,E1524
98114,occupying-an-abandoned-building,O2152
25001,murder-by-stabbing,M6361
48807,student-leader,S3534
99079,plant-database,P4531
51347,dose-of-reality,D2164
86886,reference-to-patsy-cline,R1652
105708,machete-fight,M2312
122902,apple-dumpling,A1435
4147,dysfunctional-family,D2152
5967,pippi,P1
22305,swimming-trunks,S5236
35484,slapped-on-the-butt,S4135
5789,savant,S153
85692,bullet-lodged-in-head,B4343
90028,discofox,D212
83124,captive-bolt-gun,C1314
25701,modernized-version,M3652
39487,reference-to-erik-estrada,R1652
18538,female-president,F5416
31246,internship,I5365
22244,accused-of-murder,A2315
18881,referring-to-oneself-in-the-third-person,R1652
88107,puddy-pup,P31
20626,origin-story,O6252
76443,dead-child-with-eyes-open,D3243
91746,drawing-on-a-frosted-over-window-pane,D6525
121539,computerized-security-system,C5136
8228,mass-murder,M2563
122985,conceptual-artist,C5213
122872,blower,B46
107066,acting-robotic,A2352
56722,prudery,P636
75830,mexicali,M24
48142,bricker-amendment,B6265
46558,pitcher-plant,P3261
47395,scarlet-fever,S2643
82871,basilico,B242
123639,hearse-driver,H6236
3021,bathrobe,B361
1555,exorcism,E2625
121858,truck-farmer,T6216
122438,reference-to-harry-blackstone,R1652
15391,liquor,L26
117878,garage-laboratory,G6241
117292,exploding-cannon,E2143
78166,reference-to-patrick-bateman,R1652
53138,reference-to-monte-markham,R1652
27225,person-thought-dead-is-alive,P6253
122760,gdansk-monument,G3525
52540,tent-city,T5323
25540,31-black,B42
23457,desperately-ill-child,D2163
76505,huallaga-river,H4261
43538,talking-furniture,T4252
40385,murder-in-hospital,M6365
9819,fake-orgasm,F2625
29978,football-tickets,F3143
74908,shot-on-video,S3513
127411,green-tights,G6532
93394,german-opera-house-berlin,G6516
100162,severed-body-parts,S1631
93402,purposely-rear-ending-a-car,P6124
119505,tugging-on-one's-penis,T2525
79947,terra,T6
11542,killer-child,K4624
51707,reference-to-peppermint-patty,R1652
43815,federal-government,F3642
7667,secret-panel,S2631
126749,safety-violation,S1314
38778,totem-pole,T3514
42514,comic-book-art,C5212
41500,hold-out,H43
43104,con-job,C521
114121,reference-to-tom-sawyer-the-novel,R1652
89680,anthropomorphic-bicycle,A5361
3593,german,G65
6324,blue-bra,B416
125297,ivar-the-boneless,I1631
124131,world's-oldest-man,W6432
585,horse,H62
59563,fresh-faces,F6212
89217,reading-to-someone,R3523
106086,passenger-car,P2526
36868,pulled-by-tail,P4313
75165,pretoria-south-africa,P6362
51361,deuce-and-a-half,D2534
95516,cowfish,C12
63047,spiderweb,S1361
13341,male-in-female-clothes,M4515
22890,game-warden,G5635
87109,shooting-competition,S3525
16862,guessing-game,G2525
87686,caravel,C614
19375,smashing-a-fly,S5252
5692,uncle-niece-relationship,U5245
91706,reference-to-kaige-chen,R1652
37072,spoiled-goods,S1432
12444,macedonia,M235
17255,evade-capture,E1321
39376,reference-to-weird-al-yankovic,R1652
95847,the-three-graces,T3626
1297,gay-rodeo,G63
51174,pet-monkey,P352
93784,restroom-killing,R2365
102792,k9,K
86569,cebu-philippines,C1415
4114,dirty-dishes,D632
57249,walking-on-air,W4252
83395,communal-council,C5425
107384,french-consul,F6525
45632,city-night-scape,C3523
32680,dead-pet,D313
52951,forbidden-marriage,F6135
24336,mocking,M252
27923,mystery-individual,M2365
37918,sarratoga-springs-new-york,S6321
12147,switched-at-birth,S3231
44697,roman-judea,R523
69208,seafood-boil,S1314
54456,diamond-saw,D532
75203,updated-classic,U1324
46101,missing-link,M2524
53723,toy-bus,T12
102760,bridle-path,B6341
81703,natural-gas-explosion,N3642
99725,toy-bunnies,T152
75989,african-woman,A1625
106558,reference-to-ted-demme,R1652
88534,smart-boy,S5631
