56863,1094124,1,3
77292,2422445,1,3
65304,2343298,1,3
76757,2418535,1,3
115141,2218474,2,3
11935,1766933,1,3
115866,1069292,2,3
47541,2132969,1,3
64875,2340189,1,4
98671,2526981,2,3
91798,203551,2,3
118549,1153339,2,3
21664,400927,1,3
131932,2456360,2,3
109731,2109087,2,3
106172,752163,2,3
79475,2442493,1,3
62243,2309687,1,4
66811,1285748,1,3
15227,308051,1,3
27589,1904568,1,3
32878,592543,1,3
14785,1796785,1,3
19569,1837910,1,3
46824,879523,1,3
38942,2040381,1,3
20160,1844721,1,3
99367,1894475,2,3
21518,400779,1,3
3819,1688666,1,3
122368,1286432,2,3
15105,1801775,1,3
39324,753049,1,3
82217,2475667,1,3
119141,2301128,2,3
108226,782494,2,3
103918,631345,2,3
9551,1754093,1,3
94798,1813608,2,3
120283,2324172,2,3
24274,432765,1,3
13260,250659,1,3
63821,2326696,1,3
46868,880147,1,3
80908,1512230,1,3
2915,1676194,1,4
131674,1507537,2,3
7003,2526544,1,3
33192,1955995,1,3
124482,1332726,2,3
4012,1691310,1,3
64027,2330847,1,4
94755,1812827,2,3
56558,1089870,1,3
67354,1287283,1,3
35343,1980963,1,4
44198,2099764,1,3
8008,1735179,1,4
52208,2195613,1,3
55250,2232695,1,3
83006,1558295,1,3
14348,289612,1,3
88256,1684604,2,4
89199,121332,2,3
88801,1657797,2,4
16351,1809907,1,3
101796,571460,2,3
260,8964,1,3
62827,2315283,1,3
60708,1165906,1,3
14879,1797365,1,3
101880,571844,2,3
17121,1810317,1,3
3548,1686052,1,4
59799,2280691,1,3
119456,2308285,2,3
71217,1339127,1,3
25652,475115,1,4
103640,1966483,2,3
19207,373875,1,3
26819,490794,1,3
38762,752133,1,3
65002,1264354,1,3
61822,1186838,1,3
132592,1548499,2,3
89474,1712262,2,3
36416,2000430,1,3
23171,428789,1,4
80353,1502472,1,3
77461,1439532,1,3
24488,1869903,1,4
101908,571880,2,3
33137,1955299,1,3
117900,1137913,2,3
15608,1807672,1,3
95982,371129,2,3
132631,2481213,2,3
115161,1045002,2,3
68205,2354863,1,3
86671,1647321,2,4
9096,178059,1,3
98384,1869495,2,3
94072,291779,2,3
81109,2463698,1,4
107234,764575,2,3
54478,1052399,1,3
131151,1490893,2,3
102665,1951295,2,4
44210,2099796,1,3
86355,1662758,2,3
134580,2510001,2,3
12725,1775480,1,3
132310,1530535,2,3
49386,930805,1,3
97664,401468,2,3
44401,840680,1,3
105403,702537,2,3
60259,2288232,1,3
102215,577630,2,3
77781,1445050,1,3
57984,2260021,1,3
63179,1212177,1,3
125934,2385010,2,4
47509,2132880,1,4
112089,929329,2,3
98103,1859748,2,4
62873,2315690,1,3
39568,2046402,1,3
122943,1294820,2,3
99016,1885131,2,4
86887,44646,2,3
36781,2005917,1,3
33693,1959265,1,3
37761,2021591,1,3
15162,1802477,1,4
88778,1658326,2,3
86315,1643766,2,3
70018,2367851,1,3
37346,2015750,1,3
98231,428757,2,3
63960,2329496,1,4
7070,1722239,1,3
39973,756893,1,3
48233,2139869,1,4
115747,1065980,2,3
2342,52987,1,3
72058,2381747,1,3
88347,93605,2,3
108723,812249,2,3
1423,42225,1,3
75832,1413785,1,4
98673,1878792,2,3
92744,229185,2,3
121409,1272131,2,3
96166,1839107,2,3
2301,52924,1,3
84995,2506362,1,3
94580,1808043,2,3
121378,1271999,2,3
16722,340386,1,3
18773,371696,1,3
11055,211972,1,3
32192,587883,1,3
107277,764706,2,3
70492,1333979,1,3
81057,2459900,1,3
95737,364636,2,3
99270,482897,2,3
107760,768837,2,3
60834,2294473,1,4
60282,2288545,1,3
111531,901920,2,3
60347,2289672,1,3
36771,2005757,1,4
130057,1446799,2,3
28012,1910352,1,3
79420,2441421,1,3
49035,929451,1,3
58520,2268676,1,3
95774,1835938,2,3
66381,1281078,1,3
24218,432530,1,3
33238,1956195,1,4
134158,1587666,2,3
41273,777551,1,3
120167,2321611,2,3
110504,873859,2,3
9631,188102,1,4
44890,2107515,1,3
99399,1894807,2,4
20846,399097,1,3
73434,2527921,1,3
86324,1644041,2,3
133166,2492532,2,3
72515,2385622,1,3
3651,26409,1,3
115080,2217556,2,3
72267,2383847,1,4
129415,1432959,2,3
48688,2147298,1,3
118308,2279210,2,4
76289,2414467,1,3
81615,1527063,1,3
12081,1768383,1,3
26782,490741,1,3
28613,1918470,1,3
53647,2212769,1,4
118683,2289456,2,3
94254,1799766,2,3
53561,2211063,1,3
132468,2475565,2,3
10130,1755260,1,3
86947,24451,2,3
124336,2369320,2,4
79760,1491700,1,3
47616,2134642,1,3
36054,1993441,1,3
35456,1988052,1,4
76073,2412346,1,4
101319,1935381,2,3
26262,1894489,1,3
13905,1788522,1,3
2662,55230,1,3
48676,2146702,1,4
63727,1106396,1,3
79249,1472179,1,3
117256,2259925,2,4
2197,1673222,1,4
119975,1205253,2,3
16355,1815836,1,4
7377,1716816,1,3
104720,672540,2,3
128146,2408956,2,3
36653,2003436,1,3
82490,2479673,1,4
69520,2363666,1,3
2158,51637,1,3
71604,1346101,1,4
65445,1270995,1,3
104354,1991327,2,3
32210,587905,1,3
134670,2513850,2,3
114951,2213654,2,3
84958,1594646,1,3
121096,1270801,2,3
117265,2260120,2,3
117796,1137809,2,3
66219,1278920,1,3
56842,1094098,1,3
100613,530245,2,3
91387,1749516,2,3
3789,1654245,1,3
75132,1403801,1,3
91442,1750440,2,4
82441,1547636,1,3
49353,930483,1,3
68768,1307078,1,3
119787,2310433,2,3
116818,2250865,2,3
115139,2218431,2,3
49387,930806,1,3
78753,1461228,1,3
4052,1691653,1,4
82135,2473992,1,3
121712,2347063,2,3
44811,2106393,1,3
101531,1939495,2,3
93304,253703,2,3
34484,1973232,1,3
24618,1872586,1,3
81710,2469168,1,3
86993,47729,2,3
130977,2440243,2,3
124333,2369229,2,3
93038,238941,2,3
72164,1355781,1,3
71366,2376379,1,4
75240,2406484,1,3
6641,1716440,1,3
126712,2391895,2,4
2574,1674711,1,4
86492,1646025,2,3
105112,684858,2,3
13123,243029,1,3
27261,497005,1,3
1805,1670095,1,4
92492,1768013,2,3
54302,1048543,1,3
114291,2199519,2,3
50740,2174674,1,3
45603,2113830,1,3
56036,1082797,1,3
94333,1802504,2,3
79841,1475960,1,3
6198,1712052,1,3
89751,1715859,2,3
64348,2333768,1,4
84600,1589831,1,3
7299,148562,1,3
4506,97687,1,3
29886,1933390,1,3
82253,2476024,1,4
23278,430512,1,3
12851,235058,1,3
104936,678972,2,3
7109,1722521,1,4
18199,1831257,1,3
74226,1395435,1,3
111009,2130255,2,4
133114,2490899,2,3
50489,2169425,1,3
11589,212811,1,3
95000,338659,2,3
19797,1840420,1,3
55282,1069050,1,3
30125,1936468,1,3
120102,2319247,2,4
16071,331191,1,3
22896,1864690,1,4
51919,2192014,1,4
67461,1287598,1,3
71395,2376554,1,3
53400,1030270,1,3
40767,774997,1,3
97088,400076,2,3
46379,2122620,1,4
52075,2194568,1,4
7888,1733727,1,4
85539,2515659,1,3
125076,2375591,2,3
130093,2426571,2,3
5145,1659091,1,3
98382,1867453,2,3
94134,1794580,2,4
120147,2321214,2,3
25711,1886427,1,3
133350,1578514,2,3
127121,2396685,2,4
123903,1318813,2,3
59691,2279713,1,3
101778,571443,2,3
111261,2135294,2,4
106385,2042174,2,3
5893,1707881,1,4
39318,753038,1,3
84458,1587676,1,3
7543,1728668,1,3
5437,1704794,1,4
35761,1991336,1,3
39655,754371,1,3
28330,1915429,1,4
132185,2468017,2,3
22063,401347,1,3
50400,2167433,1,3
62807,2314954,1,3
15531,2526751,1,3
81872,1530232,1,3
2448,53349,1,3
117685,1133132,2,3
44914,849113,1,3
65044,1264425,1,3
94429,1803137,2,3
34849,1978460,1,4
17343,1824372,1,3
13401,253218,1,3
30564,570909,1,3
16361,1815898,1,4
32777,592237,1,3
89543,130266,2,3
26823,490798,1,3
56579,1089901,1,3
64568,2335465,1,3
91726,2526614,2,3
114662,1030261,2,3
16490,337679,1,3
18949,372559,1,3
121613,1278675,2,3
98225,1866174,2,4
129849,2424010,2,3
112830,948886,2,3
116765,1096327,2,3
48328,2142841,1,3
22398,402079,1,4
105799,717507,2,3
91760,1758225,2,3
90295,156673,2,3
74245,1395455,1,3
74179,2399134,1,4
18378,1832885,1,3
128855,1427148,2,3
103356,610021,2,3
65784,1272167,1,3
17912,353697,1,3
73435,2527922,1,3
50877,2175977,1,3
61786,2304167,1,3
61552,2297199,1,3
115115,1043527,2,3
47,1877,1,3
19912,1842829,1,3
71462,2377433,1,4
12143,225524,1,3
124550,1333134,2,3
92392,219282,2,3
67060,1286337,1,3
4426,1694006,1,3
47561,821831,1,4
73333,2392771,1,3
98787,465177,2,3
103253,2528223,2,3
88844,105939,2,3
50554,2170439,1,3
78490,2430572,1,4
72486,1361077,1,3
95200,344695,2,3
4111,1654833,1,3
10575,205298,1,3
32405,588136,1,3
40695,774222,1,3
130468,2430740,2,4
101080,1929629,2,3
84179,2499134,1,3
40147,2032559,1,3
63741,2325738,1,4
27021,1901070,1,4
106552,753930,2,3
7406,1726106,1,4
134410,1593435,2,3
32429,1951011,1,3
106249,739055,2,3
44866,848702,1,3
45838,867617,1,3
30008,1934756,1,4
34740,1968488,1,3
104355,1991336,2,3
19513,371267,1,4
24952,1879032,1,3
34616,1970295,1,3
82655,2482535,1,3
127691,1402024,2,3
36068,1995241,1,3
64346,2333765,1,4
102963,1954675,2,3
87061,51438,2,3
11848,1754310,1,4
27662,500301,1,3
99223,1892811,2,3
8783,1741540,1,3
45721,2115634,1,4
123071,2353077,2,4
114314,2225467,2,3
39113,2031213,1,3
114912,2212103,2,4
78998,2434547,1,3
4248,93650,1,4
62044,1191937,1,3
98737,464332,2,4
86325,31920,2,3
95558,357439,2,3
112353,930428,2,3
116520,2246548,2,4
130372,1451050,2,3
96467,384754,2,3
27069,495153,1,3
49372,930788,1,3
36459,2001581,1,4
3396,1653056,1,3
16487,337676,1,3
7989,1734887,1,3
94812,1813770,2,3
96842,397702,2,3
44547,842263,1,3
23844,432114,1,3
31374,1941023,1,4
76607,1423498,1,3
105527,2019719,2,3
103488,1961521,2,3
13196,1780525,1,3
35072,1984582,1,3
131073,2443317,2,3
60359,2289746,1,3
65689,1271894,1,3
97692,401496,2,3
112670,2158458,2,3
134542,2507909,2,4
126061,1359290,2,3
7312,148605,1,3
30303,1937938,1,3
91606,1755375,2,3
7156,1722989,1,4
32374,588102,1,3
17583,349976,1,3
57045,1096381,1,3
124377,2369728,2,3
34871,1978601,1,3
99914,1904610,2,3
16162,331925,1,3
103102,2527130,2,3
30247,565645,1,3
85331,1608247,1,3
13142,1779340,1,4
34923,631401,1,3
119257,1183855,2,3
125513,1347389,2,3
73201,2391920,1,3
10571,205294,1,3
82287,2476250,1,3
94835,334967,2,3
113007,2164000,2,3
66388,2348393,1,3
79520,1487096,1,3
108395,2075889,2,3
37460,705198,1,3
116879,1097403,2,3
89892,1718385,2,3
98324,1866595,2,3
69101,1313684,1,3
107641,766574,2,3
98487,1872680,2,3
8826,1741786,1,3
10966,211107,1,3
6151,125375,1,3
113729,2184191,2,3
34165,623798,1,3
61961,2306914,1,4
72188,2382873,1,4
134858,2520546,2,3
26580,1898952,1,3
35609,1990206,1,3
129669,1437030,2,3
112786,948842,2,3
118441,2280521,2,3
90480,163292,2,3
47414,2132365,1,4
93754,1791274,2,3
102433,1948636,2,4
108881,2089595,2,3
28286,1914625,1,3
32574,591705,1,3
60417,2290578,1,3
52120,2194913,1,3
91623,1755636,2,3
27229,1902377,1,3
23781,432051,1,3
105723,729216,2,3
34949,1982794,1,4
127643,2404177,2,4
26940,1900119,1,3
37702,709786,1,4
70264,2370602,1,3
16559,1817487,1,4
25063,462995,1,3
11607,212848,1,3
44049,2527404,1,3
122939,1294808,2,3
26395,1895658,1,4
74845,2404428,1,3
131825,1511909,2,3
53354,1030163,1,3
27759,460352,1,3
72616,1362363,1,3
49493,939086,1,3
108027,2527325,2,3
15621,1807838,1,3
50771,2175076,1,3
13155,1779499,1,4
66676,2349855,1,4
88563,97100,2,3
40529,2056855,1,3
61127,2298258,1,3
83504,2491346,1,3
68584,1305017,1,3
88092,81733,2,3
1666,44636,1,4
98160,1861331,2,3
50704,964504,1,3
119710,1196879,2,3
114955,984059,2,3
103868,1970473,2,3
101646,571067,2,4
173,1628,1,3
70238,2370304,1,4
108480,2077555,2,3
45615,861940,1,4
33581,613349,1,4
77007,2420864,1,3
47675,896303,1,3
85983,1883,2,3
86607,40790,2,3
31939,585294,1,3
98451,441933,2,3
76366,2415353,1,3
47611,2134604,1,4
108556,2080201,2,3
126293,2386002,2,3
22367,401684,1,3
2755,1677054,1,3
74230,1395439,1,3
8524,1740354,1,3
73096,2391291,1,3
94252,1799725,2,3
69000,2360009,1,3
19540,370430,1,3
90821,173330,2,3
29189,1925125,1,4
81957,2458044,1,4
83181,1560609,1,4
103636,1965550,2,3
119093,2299945,2,3
36023,1994766,1,4
78451,1451190,1,3
129639,1437000,2,3
17923,353707,1,3
70911,1337389,1,3
129845,2423925,2,4
83516,1569454,1,4
121703,2346835,2,3
41158,2066508,1,3
65518,1271334,1,3
104132,1987171,2,4
126792,2392749,2,3
73027,2390243,1,4
79469,2442308,1,3
44524,842220,1,3
17821,353540,1,3
53573,2211077,1,3
74429,2400610,1,4
124829,2373099,2,4
75953,1415895,1,3
34147,623778,1,3
101579,570943,2,4
51055,966021,1,3
126914,1371995,2,3
89920,1718987,2,3
99943,1905070,2,3
89415,125359,2,3
118540,2284167,2,3
66502,1283018,1,4
39715,2053203,1,3
57956,1118881,1,3
103392,1959236,2,3
33275,606185,1,3
5825,121477,1,3
16665,1818797,1,3
35229,1986285,1,3
37026,694879,1,3
25862,479577,1,3
73520,2394228,1,3
115566,1058799,2,3
116038,1072570,2,3
31373,1943138,1,3
8941,1743348,1,4
16474,337663,1,3
101857,571803,2,3
21751,401015,1,3
43357,2089635,1,3
54001,1043631,1,3
95918,370847,2,3
64611,2336703,1,3
13942,1788916,1,3
54207,2219017,1,4
83172,1560600,1,4
29415,2527044,1,3
100446,1915668,2,3
18814,371848,1,3
112583,942130,2,3
27593,1904625,1,4
120403,1230521,2,3
106276,739085,2,3
32697,591827,1,3
5116,29082,1,4
103541,1962321,2,3
119143,2301143,2,3
79902,2528070,1,3
134353,1593642,2,3
106696,759382,2,3
36129,666729,1,3
98639,1877203,2,3
106916,763094,2,3
58051,2260978,1,3
97673,401477,2,3
66166,1278733,1,4
83590,2490723,1,3
85285,2511629,1,3
97084,400068,2,3
66638,2349668,1,4
48685,2147057,1,4
102115,1941533,2,3
68979,2359766,1,3
81689,2469146,1,4
81148,1523374,1,3
98507,2526976,2,4
22880,1864488,1,4
104824,672673,2,3
35746,1991207,1,4
31708,582009,1,3
119677,2310836,2,3
92624,1769447,2,3
102291,579020,2,3
121849,1282968,2,3
94439,308806,2,3
98478,1872162,2,3
5968,1708689,1,4
92757,1772291,2,3
857,20463,1,4
70845,1336862,1,3
95537,355741,2,3
60619,2292598,1,3
37583,2019345,1,3
115721,2230625,2,3
65182,2341088,1,3
75236,1406268,1,3
70068,2368487,1,4
110472,2120583,2,4
34321,632331,1,3
124579,2371723,2,4
68910,2359011,1,4
931,35112,1,3
16842,340538,1,3
76419,1421587,1,3
94562,1807738,2,3
65491,1271250,1,3
93425,260543,2,3
73431,2527918,1,3
33241,1955741,1,4
118303,2279096,2,4
63622,1221426,1,3
93184,1779813,2,3
12561,2526679,1,3
94092,292043,2,3
61936,2306390,1,3
40742,2064690,1,3
82885,2485120,1,3
25248,1882561,1,3
101840,571789,2,3
32740,592164,1,3
94422,1802846,2,3
129021,1430504,2,3
57275,2251219,1,4
56514,1089803,1,3
87063,51441,2,3
101227,558363,2,3
28353,522934,1,3
47398,2132241,1,3
43510,820013,1,3
72219,2383497,1,3
22639,406426,1,3
7094,144931,1,3
118696,2289770,2,4
120356,2326314,2,3
55935,2240253,1,4
78455,1451203,1,3
75992,2411420,1,3
42172,788569,1,3
104494,1994111,2,3
105718,729211,2,3
105907,2030220,2,3
14124,286234,1,3
10171,196783,1,4
115358,1052539,2,3
23695,431956,1,3
122448,1286709,2,3
89910,1718722,2,3
52256,1007535,1,3
22822,1858089,1,3
6089,1711235,1,3
16703,1819233,1,4
13738,1786374,1,3
110733,877883,2,3
118178,1145606,2,4
126686,2391556,2,4
130071,1446819,2,3
74196,2399471,1,4
101165,1931213,2,3
30052,2527109,1,3
79228,1472158,1,3
38620,2038211,1,3
95997,371177,2,3
112954,2164179,2,3
31933,1948504,1,3
47305,2130901,1,3
98212,1863384,2,3
62789,2314746,1,3
49471,2523949,1,4
119313,2297284,2,3
112298,931969,2,3
64935,1264237,1,3
21229,400344,1,3
82521,1534003,1,3
76303,2414585,1,4
113285,2175878,2,3
13265,250664,1,3
36203,1993694,1,3
122311,1286242,2,3
31514,1944138,1,3
70624,1334477,1,3
55288,2233273,1,4
48449,2144302,1,3
102563,586469,2,3
103036,604894,2,3
61802,2304449,1,3
91158,1746598,2,4
89661,131883,2,3
61948,2308284,1,3
12804,233675,1,3
23849,432119,1,3
131837,1511981,2,3
39238,2044214,1,3
45456,2112943,1,3
91225,1747785,2,4
118493,2280964,2,4
55100,2230936,1,3
7425,150867,1,3
17599,350021,1,3
78377,1450978,1,3
123745,2361053,2,4
129057,1432249,2,3
126921,1372032,2,3
82703,2483779,1,3
113525,975095,2,3
46496,875104,1,3
118133,2275935,2,3
124703,1334259,2,3
133147,2491793,2,4
73367,1370293,1,4
24596,1871923,1,3
10503,203868,1,3
8947,1743365,1,3
6610,133218,1,3
28810,1920397,1,4
81897,2470156,1,3
52938,2203377,1,3
45256,854148,1,3
1698,1669236,1,3
63014,1206707,1,3
108809,2087955,2,3
72677,1363210,1,3
31387,576831,1,3
71672,2379162,1,4
55509,1072569,1,3
110828,880213,2,3
106106,2038158,2,3
14914,1797896,1,3
33948,1962983,1,4
45796,2117650,1,3
12458,1772424,1,4
119200,2297143,2,3
2362,53170,1,3
18789,371737,1,3
4623,1656406,1,3
131649,2453714,2,4
119308,2303765,2,3
7082,144921,1,3
129361,1432853,2,3
70130,2369081,1,4
8748,174187,1,3
61039,2296751,1,4
45691,2115250,1,3
101135,1930753,2,3
110662,2124106,2,3
27940,1909094,1,3
16378,336452,1,3
5779,1707563,1,3
130238,2428308,2,3
85688,2519609,1,3
22274,401563,1,3
64847,2338745,1,3
37179,2010122,1,3
64293,2332947,1,4
78047,1447698,1,3
58638,1132020,1,3
25803,1888678,1,4
27781,460374,1,3
112776,948832,2,3
80102,2447973,1,3
3217,1680340,1,3
32015,1949533,1,3
68516,1304637,1,3
81203,2465159,1,4
37829,2022217,1,3
5284,1659477,1,3
113169,963790,2,3
62422,1196900,1,3
98373,437271,2,3
76361,2415304,1,3
26128,1893730,1,4
16008,330930,1,3
39915,759591,1,3
7132,1722770,1,3
135013,1624582,2,3
20450,1847412,1,3
123118,1297032,2,3
65283,1269879,1,3
87463,53346,2,3
29579,1929674,1,3
117212,1118851,2,3
90378,1731085,2,4
120006,1205671,2,3
122285,1286183,2,3
59766,1148354,1,3
125625,1348957,2,3
75879,1414130,1,3
49153,2150972,1,4
76613,1423507,1,3
69711,2365642,1,4
17856,353586,1,3
31010,571936,1,3
102775,591738,2,3
46206,871423,1,3
9622,1749500,1,3
56273,1086366,1,3
110817,880202,2,3
61729,1185608,1,3
122257,1286122,2,3
12047,223541,1,3
18092,1830379,1,4
69733,1325275,1,4
80260,2449790,1,3
32692,591822,1,3
4062,92349,1,3
70224,2370052,1,3
129106,1432292,2,3
105126,688486,2,3
24761,452476,1,3
58228,2263483,1,3
32373,588101,1,3
96934,398827,2,3
33814,1961005,1,4
55837,2238997,1,4
40305,768640,1,3
110956,2128394,2,4
25148,465157,1,3
122120,1285776,2,3
100860,1921415,2,3
38616,2038158,1,3
56853,1094109,1,3
71041,2375202,1,3
89894,1718468,2,3
63344,1218223,1,3
50617,2171723,1,3
27220,1902522,1,3
124031,1321558,2,3
39920,759604,1,3
29379,548595,1,3
119267,1183887,2,3
130290,1450203,2,3
124102,1325272,2,3
135017,1624586,2,3
56721,1091827,1,3
42290,789592,1,3
22894,1859402,1,3
31440,1944340,1,3
10709,1761013,1,3
62147,1233230,1,3
17531,349255,1,3
4767,1698680,1,3
56803,2249269,1,4
108374,2075337,2,3
22845,1859056,1,3
17939,353786,1,3
48906,929281,1,3
34449,1972782,1,3
5220,112023,1,3
24566,1871346,1,4
50253,2161720,1,4
113989,2195881,2,3
33794,1960491,1,3
86013,1636135,2,4
6864,1719607,1,4
15583,1807451,1,4
134863,2520974,2,3
113184,2172571,2,3
94293,1801278,2,3
45704,2115546,1,4
50481,960579,1,3
47511,2133145,1,4
86323,1644021,2,3
117636,1133074,2,3
115902,1069345,2,3
30539,570745,1,3
106618,2053371,2,3
117296,2524082,2,3
130124,1447639,2,3
107856,773696,2,3
110150,861921,2,3
96757,390837,2,3
68630,2356968,1,3
63238,2321212,1,4
75075,2405463,1,4
23867,432136,1,3
82036,2472655,1,3
49527,2153469,1,4
1731,1669544,1,3
50292,2162064,1,4
31907,1948582,1,3
62121,2308322,1,3
54136,1044302,1,3
87675,353,2,3
81656,1528263,1,3
125439,2379568,2,4
54125,1044291,1,3
125953,2385358,2,3
3948,1690133,1,3
59288,2274473,1,3
21830,401095,1,3
57982,2260018,1,3
131121,1488037,2,3
29779,554173,1,4
134159,1587667,2,3
12302,227748,1,4
113933,2193510,2,4
128602,2415989,2,4
80064,2446659,1,3
117277,2261027,2,3
108652,2082872,2,3
49755,2527484,1,3
107650,766586,2,3
19649,376449,1,3
132165,2462103,2,3
74164,2398911,1,3
18950,372560,1,3
20854,399556,1,3
127753,2405051,2,3
124889,1336886,2,4
48126,2138606,1,3
1745,1669704,1,3
108071,2067385,2,3
71052,2374691,1,3
72830,2388272,1,4
17456,1826024,1,3
95026,339515,2,3
68760,2357487,1,3
67251,1286989,1,3
134918,1624099,2,3
94282,1800740,2,3
58860,2270505,1,4
53565,2211067,1,3
26712,490647,1,3
43053,2088110,1,3
102067,572282,2,3
65419,1270822,1,3
23433,431353,1,3
98345,1868330,2,3
3528,1683302,1,3
84839,2505135,1,3
31069,572021,1,3
130428,1451236,2,3
56332,1087903,1,3
729,31940,1,3
39929,759641,1,3
132307,1530532,2,3
65069,1264486,1,3
121492,1275707,2,3
58929,1137802,1,3
14490,1793965,1,3
134245,2503355,2,4
68780,2527862,1,3
74630,2401775,1,4
56843,1094099,1,3
48911,929242,1,3
108028,2061672,2,4
37991,2023494,1,3
19519,371273,1,4
5213,112008,1,3
132,1587,1,3
95217,344727,2,3
116844,1096991,2,3
15001,1799951,1,3
10183,1755859,1,4
112005,2150230,2,3
51989,1001805,1,3
134577,2510875,2,4
43264,2088586,1,3
6187,1711832,1,3
78198,2428201,1,3
64930,1264229,1,3
112680,2158721,2,3
82838,1555674,1,3
43231,815690,1,3
31846,1948208,1,3
121355,1271919,2,3
92415,1765539,2,3
45102,851847,1,4
81240,2464766,1,3
87158,51557,2,3
57637,2254489,1,3
7633,159044,1,3
62282,2310138,1,4
121547,2345290,2,3
39486,2045396,1,3
38036,717453,1,4
60234,2288026,1,3
13756,1786522,1,4
45672,2114665,1,3
1526,1667918,1,3
44993,2108718,1,4
83452,2485155,1,3
128769,2418463,2,4
80104,1497720,1,3
89306,1708782,2,3
121742,2347509,2,3
35757,1991310,1,4
59085,1137958,1,3
113303,2176460,2,3
96139,1838112,2,3
55421,1069479,1,3
112956,2162488,2,3
25595,474782,1,3
55855,1079375,1,3
56942,2249852,1,3
109130,2097501,2,3
44281,2105701,1,3
45027,851759,1,3
134611,1608016,2,3
90238,151254,2,3
9239,1745959,1,3
1722,45112,1,3
31509,578028,1,3
10280,1756489,1,3
96555,1845393,2,3
61834,2305007,1,4
44052,835145,1,3
71440,2377112,1,4
48794,2148793,1,3
105707,729200,2,3
112660,946032,2,3
95384,349960,2,3
32032,586401,1,3
46215,2120160,1,4
8852,1741927,1,3
101622,571029,2,4
82276,1540654,1,3
98903,474542,2,3
100931,548581,2,3
119055,2298662,2,3
99050,1885579,2,3
133401,1578852,2,3
61839,1187271,1,3
111195,2133018,2,4
59917,1147915,1,3
73243,2392328,1,4
132813,1557965,2,3
98876,474499,2,3
7831,1732718,1,4
99173,1891206,2,3
93489,260729,2,3
55346,1069357,1,3
34259,1965550,1,3
15468,1805154,1,3
84927,2505510,1,3
58998,1137871,1,3
112406,930806,2,3
110906,881223,2,3
38511,2036844,1,3
93039,238942,2,3
98799,1882681,2,3
130927,1471529,2,3
88839,105934,2,3
3494,1684829,1,3
82212,2475570,1,3
8292,168009,1,3
49369,930791,1,3
66093,2346083,1,4
34582,1974894,1,3
41773,782859,1,3
53352,1030161,1,3
20235,1845465,1,3
106646,2527298,2,4
53492,2210310,1,4
70972,1337516,1,3
82811,2484215,1,3
63221,2320838,1,3
52595,1011743,1,3
121226,1271505,2,3
57048,1096385,1,3
